sigma,sign,type,m,src,isValidation,id,graphtype,answer,error,unsignedError,index
0.15,-1,quad,0.1,data/Exp2/quad/area/S0.15m-0.1.png,,23,area,-0.13,0.03,0.03,11
0.2,1,trig,0.8,data/Exp2/trig/scatter/S0.2m0.8.png,,23,scatter,1,-0.2,0.2,12
0.1,1,quad,0.4,data/Exp2/quad/line/S0.1m0.4.png,,23,line,0.46,-0.06,0.06,13
0.15,-1,trig,0.4,data/Exp2/trig/line/S0.15m-0.4.png,,23,line,-0.5,0.1,0.1,16
0.15,-1,quad,0.2,data/Exp2/quad/area/S0.15m-0.2.png,,23,area,-0.22,0.02,0.02,15
0.2,-1,trig,0.2,data/Exp2/trig/line/S0.2m-0.2.png,,23,line,-0.41,0.21,0.21,17
0.2,-1,line,0.8,data/Exp2/line/scatter/S0.2m-0.8.png,,23,scatter,-1,0.2,0.2,18
0.2,1,trig,0.4,data/Exp2/trig/area/S0.2m0.4.png,,23,area,0.34,0.06,0.06,19
0.1,1,trig,0.1,data/Exp2/trig/line/S0.1m0.1.png,,23,line,0.11,-0.01,0.01,20
0.1,1,trig,0.2,data/Exp2/trig/line/S0.1m0.2.png,,23,line,0.31,-0.11,0.11,21
0.2,1,quad,0.1,data/Exp2/quad/scatter/S0.2m0.1.png,,23,scatter,0.08,0.02,0.02,22
0.2,1,trig,0.2,data/Exp2/trig/scatter/S0.2m0.2.png,,23,scatter,0.55,-0.35,0.35,23
0.1,1,quad,0.4,data/Exp2/quad/area/S0.1m0.4.png,,23,area,0.5,-0.1,0.1,24
0.2,1,line,0.1,data/Exp2/line/area/S0.2m0.1.png,,23,area,-0.16,0.26,0.26,25
0.15,1,quad,0.8,data/Exp2/quad/line/S0.15m0.8.png,,23,line,0.79,0.01,0.01,26
0.2,1,line,0.2,data/Exp2/line/area/S0.2m0.2.png,,23,area,-0.08,0.28,0.28,28
0.1,1,quad,0.8,data/Exp2/quad/scatter/S0.1m0.8.png,,23,scatter,0.78,0.02,0.02,29
0.05,-1,quad,0.8,data/Exp2/quad/line/S0.05m-0.8.png,,23,line,-0.79,-0.01,0.01,30
0.15,-1,line,0.1,data/Exp2/line/scatter/S0.15m-0.1.png,,23,scatter,-0.47,0.37,0.37,31
0.2,1,line,0.8,data/Exp2/line/area/S0.2m0.8.png,,23,area,0.83,-0.03,0.03,32
0.05,-1,trig,0.8,data/Exp2/trig/area/S0.05m-0.8.png,,23,area,-0.78,-0.02,0.02,33
0.05,-1,trig,0.2,data/Exp2/trig/line/S0.05m-0.2.png,,23,line,-0.23,0.03,0.03,36
0.15,1,line,0.8,data/Exp2/line/area/S0.15m0.8.png,,23,area,0.54,0.26,0.26,34
0.05,-1,trig,0.1,data/Exp2/trig/line/S0.05m-0.1.png,,23,line,-0.1,0,0,37
0.1,-1,line,0.4,data/Exp2/line/line/S0.1m-0.4.png,,23,line,-0.41,0.01,0.01,38
0.05,1,line,0.2,data/Exp2/line/line/S0.05m0.2.png,,23,line,0.21,-0.01,0.01,39
0.05,1,quad,0.8,data/Exp2/quad/line/S0.05m0.8.png,,23,line,0.82,-0.02,0.02,40
0.15,1,quad,0.4,data/Exp2/quad/area/S0.15m0.4.png,,23,area,0.45,-0.05,0.05,41
0.15,-1,trig,0.8,data/Exp2/trig/line/S0.15m-0.8.png,,23,line,-0.82,0.02,0.02,42
0.2,-1,line,0.1,data/Exp2/line/area/S0.2m-0.1.png,,23,area,-0.3,0.2,0.2,43
0.15,-1,quad,0.2,data/Exp2/quad/scatter/S0.15m-0.2.png,,23,scatter,-0.36,0.16,0.16,44
0.15,1,quad,0.1,data/Exp2/quad/scatter/S0.15m0.1.png,,23,scatter,0.24,-0.14,0.14,45
0.15,1,trig,0.1,data/Exp2/trig/line/S0.15m0.1.png,,23,line,0.31,-0.21,0.21,46
0.1,-1,line,0.8,data/Exp2/line/scatter/S0.1m-0.8.png,,23,scatter,-1,0.2,0.2,47
0.05,1,quad,0.8,data/Exp2/quad/scatter/S0.05m0.8.png,,23,scatter,0.79,0.01,0.01,48
0.1,1,line,0.1,data/Exp2/line/area/S0.1m0.1.png,,23,area,0.1,0,0,49
0.15,1,line,0.4,data/Exp2/line/scatter/S0.15m0.4.png,,23,scatter,0.72,-0.32,0.32,50
0.1,-1,trig,0.2,data/Exp2/trig/area/S0.1m-0.2.png,,23,area,-0.32,0.12,0.12,51
0.1,-1,trig,0.1,data/Exp2/trig/area/S0.1m-0.1.png,,23,area,-0.2,0.1,0.1,52
0.1,1,line,0.8,data/Exp2/line/area/S0.1m0.8.png,,23,area,0.9,-0.1,0.1,53
0.05,1,quad,0.2,data/Exp2/quad/scatter/S0.05m0.2.png,,23,scatter,0.18,0.02,0.02,54
0.05,1,quad,0.4,data/Exp2/quad/area/S0.05m0.4.png,,23,area,0.36,0.04,0.04,55
0.2,1,trig,0.1,data/Exp2/trig/line/S0.2m0.1.png,,23,line,0.38,-0.28,0.28,56
0.15,-1,trig,0.8,data/Exp2/trig/scatter/S0.15m-0.8.png,,23,scatter,-1,0.2,0.2,57
0.05,-1,quad,0.8,data/Exp2/quad/scatter/S0.05m-0.8.png,,23,scatter,-0.84,0.04,0.04,58
0.1,-1,trig,0.8,data/Exp2/trig/line/S0.1m-0.8.png,,23,line,-0.7,-0.1,0.1,59
0.05,-1,line,0.4,data/Exp2/line/area/S0.05m-0.4.png,,23,area,-0.4,0,0,60
0.15,1,trig,0.1,data/Exp2/trig/area/S0.15m0.1.png,,23,area,0.31,-0.21,0.21,61
0.1,1,trig,0.1,data/Exp2/trig/scatter/S0.1m0.1.png,,23,scatter,0.29,-0.19,0.19,62
0.1,1,line,0.8,data/Exp2/line/line/S0.1m0.8.png,,23,line,0.82,-0.02,0.02,63
0.15,-1,line,0.4,data/Exp2/line/scatter/S0.15m-0.4.png,,23,scatter,-0.73,0.33,0.33,64
0.1,1,quad,0.2,data/Exp2/quad/scatter/S0.1m0.2.png,,23,scatter,0.27,-0.07,0.07,65
0.05,-1,line,0.1,data/Exp2/line/area/S0.05m-0.1.png,,23,area,-0.14,0.04,0.04,66
0.15,1,line,0.2,data/Exp2/line/scatter/S0.15m0.2.png,,23,scatter,0.61,-0.41,0.41,67
0.2,-1,line,0.4,data/Exp2/line/area/S0.2m-0.4.png,,23,area,-0.38,-0.02,0.02,68
0.15,-1,trig,0.1,data/Exp2/trig/line/S0.15m-0.1.png,,23,line,-0.22,0.12,0.12,69
0.1,-1,line,0.1,data/Exp2/line/scatter/S0.1m-0.1.png,,23,scatter,-0.29,0.19,0.19,70
0.05,-1,quad,0.1,data/Exp2/quad/scatter/S0.05m-0.1.png,,23,scatter,-0.12,0.02,0.02,71
0.2,1,quad,0.4,data/Exp2/quad/line/S0.2m0.4.png,,23,line,0.53,-0.13,0.13,72
0.1,1,line,0.4,data/Exp2/line/scatter/S0.1m0.4.png,,23,scatter,0.69,-0.29,0.29,74
0.1,-1,line,0.2,data/Exp2/line/scatter/S0.1m-0.2.png,,23,scatter,-0.5,0.3,0.3,73
0.05,1,quad,0.4,data/Exp2/quad/line/S0.05m0.4.png,,23,line,0.4,0,0,75
0.15,-1,quad,0.2,data/Exp2/quad/line/S0.15m-0.2.png,,23,line,-0.24,0.04,0.04,76
0.2,-1,line,0.4,data/Exp2/line/scatter/S0.2m-0.4.png,,23,scatter,-0.84,0.44,0.44,77
0.2,1,quad,0.8,data/Exp2/quad/line/S0.2m0.8.png,,23,line,0.75,0.05,0.05,78
0.2,1,quad,0.4,data/Exp2/quad/scatter/S0.2m0.4.png,,23,scatter,1,-0.6,0.6,79
0.2,-1,trig,0.1,data/Exp2/trig/line/S0.2m-0.1.png,,23,line,-0.38,0.28,0.28,80
0.05,-1,quad,0.4,data/Exp2/quad/line/S0.05m-0.4.png,,23,line,-0.45,0.05,0.05,81
0.05,1,line,0.4,data/Exp2/line/scatter/S0.05m0.4.png,,23,scatter,0.43,-0.03,0.03,82
0.05,-1,line,0.4,data/Exp2/line/scatter/S0.05m-0.4.png,,23,scatter,-0.48,0.08,0.08,83
0.2,-1,trig,0.8,data/Exp2/trig/area/S0.2m-0.8.png,,23,area,-0.82,0.02,0.02,84
0.05,1,trig,0.1,data/Exp2/trig/area/S0.05m0.1.png,,23,area,0.16,-0.06,0.06,85
0.1,-1,quad,0.2,data/Exp2/quad/line/S0.1m-0.2.png,,23,line,-0.25,0.05,0.05,86
0.2,-1,trig,0.8,data/Exp2/trig/line/S0.2m-0.8.png,,23,line,-1,0.2,0.2,87
0.1,-1,trig,0.4,data/Exp2/trig/area/S0.1m-0.4.png,,23,area,-0.46,0.06,0.06,88
0.15,1,line,0.4,data/Exp2/line/line/S0.15m0.4.png,,23,line,0.38,0.02,0.02,89
0.05,1,trig,0.1,data/Exp2/trig/line/S0.05m0.1.png,,23,line,0.07,0.03,0.03,90
0.05,1,line,0.2,data/Exp2/line/area/S0.05m0.2.png,,23,area,0.17,0.03,0.03,91
0.2,-1,quad,0.4,data/Exp2/quad/line/S0.2m-0.4.png,,23,line,-0.6,0.2,0.2,92
0.05,-1,quad,0.2,data/Exp2/quad/area/S0.05m-0.2.png,,23,area,-0.23,0.03,0.03,93
0.15,1,line,0.2,data/Exp2/line/area/S0.15m0.2.png,,23,area,0.17,0.03,0.03,94
0.15,-1,quad,0.8,data/Exp2/quad/area/S0.15m-0.8.png,,23,area,-0.85,0.05,0.05,95
0.1,-1,trig,0.8,data/Exp2/trig/area/S0.1m-0.8.png,,23,area,-0.77,-0.03,0.03,96
0.2,-1,line,0.2,data/Exp2/line/scatter/S0.2m-0.2.png,,23,scatter,-1,0.8,0.8,97
0.15,-1,quad,0.4,data/Exp2/quad/area/S0.15m-0.4.png,,23,area,-0.41,0.01,0.01,98
0.1,-1,line,0.4,data/Exp2/line/scatter/S0.1m-0.4.png,,23,scatter,-0.63,0.23,0.23,99
0.15,-1,trig,0.8,data/Exp2/trig/scatter/S0.15m-0.8.png,,24,scatter,-0.82,0.02,0.02,0
0.2,-1,trig,0.2,data/Exp2/trig/area/S0.2m-0.2.png,,24,area,-0.45,0.25,0.25,2
0.1,1,trig,0.2,data/Exp2/trig/line/S0.1m0.2.png,,24,line,0.27,-0.07,0.07,3
0.1,-1,quad,0.4,data/Exp2/quad/scatter/S0.1m-0.4.png,,24,scatter,-0.38,-0.02,0.02,4
0.2,1,trig,0.4,data/Exp2/trig/area/S0.2m0.4.png,,24,area,0.48,-0.08,0.08,5
0.2,-1,trig,0.4,data/Exp2/trig/scatter/S0.2m-0.4.png,,24,scatter,-0.46,0.06,0.06,6
0.2,-1,line,0.8,data/Exp2/line/line/S0.2m-0.8.png,,24,line,-0.85,0.05,0.05,7
0.15,1,line,0.2,data/Exp2/line/area/S0.15m0.2.png,,24,area,0.27,-0.07,0.07,8
0.2,-1,line,0.4,data/Exp2/line/area/S0.2m-0.4.png,,24,area,-0.36,-0.04,0.04,9
0.15,-1,line,0.4,data/Exp2/line/scatter/S0.15m-0.4.png,,24,scatter,-0.59,0.19,0.19,10
0.1,1,line,0.1,data/Exp2/line/area/S0.1m0.1.png,,24,area,0.2,-0.1,0.1,11
0.15,1,quad,0.1,data/Exp2/quad/scatter/S0.15m0.1.png,,24,scatter,0.05,0.05,0.05,12
0.05,1,line,0.2,data/Exp2/line/area/S0.05m0.2.png,,24,area,0.22,-0.02,0.02,13
0.15,-1,trig,0.1,data/Exp2/trig/line/S0.15m-0.1.png,,24,line,-0.17,0.07,0.07,14
0.05,1,trig,0.2,data/Exp2/trig/line/S0.05m0.2.png,,24,line,0.2,0,0,15
0.1,-1,trig,0.2,data/Exp2/trig/area/S0.1m-0.2.png,,24,area,-0.25,0.05,0.05,16
0.05,-1,line,0.8,data/Exp2/line/line/S0.05m-0.8.png,,24,line,-0.82,0.02,0.02,17
0.1,-1,line,0.2,data/Exp2/line/scatter/S0.1m-0.2.png,,24,scatter,-0.25,0.05,0.05,18
0.05,1,trig,0.4,data/Exp2/trig/area/S0.05m0.4.png,,24,area,0.42,-0.02,0.02,19
0.2,1,quad,0.8,data/Exp2/quad/line/S0.2m0.8.png,,24,line,0.78,0.02,0.02,20
0.1,1,quad,0.4,data/Exp2/quad/line/S0.1m0.4.png,,24,line,0.39,0.01,0.01,21
0.05,-1,quad,0.8,data/Exp2/quad/area/S0.05m-0.8.png,,24,area,-0.82,0.02,0.02,22
0.15,1,quad,0.4,data/Exp2/quad/area/S0.15m0.4.png,,24,area,0.38,0.02,0.02,23
0.2,-1,line,0.4,data/Exp2/line/line/S0.2m-0.4.png,,24,line,-0.42,0.02,0.02,24
0.15,-1,quad,0.8,data/Exp2/quad/line/S0.15m-0.8.png,,24,line,-0.89,0.09,0.09,25
0.2,-1,trig,0.8,data/Exp2/trig/scatter/S0.2m-0.8.png,,24,scatter,-0.88,0.08,0.08,26
0.1,1,trig,0.1,data/Exp2/trig/line/S0.1m0.1.png,,24,line,0.19,-0.09,0.09,27
0.1,-1,trig,0.1,data/Exp2/trig/line/S0.1m-0.1.png,,24,line,-0.1,0,0,28
0.2,-1,trig,0.2,data/Exp2/trig/line/S0.2m-0.2.png,,24,line,-0.26,0.06,0.06,29
0.05,-1,line,0.4,data/Exp2/line/scatter/S0.05m-0.4.png,,24,scatter,-0.4,0,0,30
0.2,1,quad,0.4,data/Exp2/quad/scatter/S0.2m0.4.png,,24,scatter,0.56,-0.16,0.16,32
0.05,-1,quad,0.1,data/Exp2/quad/scatter/S0.05m-0.1.png,,24,scatter,-0.11,0.01,0.01,31
0.2,-1,quad,0.1,data/Exp2/quad/area/S0.2m-0.1.png,,24,area,-0.05,-0.05,0.05,33
0.15,1,line,0.8,data/Exp2/line/area/S0.15m0.8.png,,24,area,0.89,-0.09,0.09,34
0.2,1,quad,0.2,data/Exp2/quad/line/S0.2m0.2.png,,24,line,0.25,-0.05,0.05,35
0.15,-1,line,0.1,data/Exp2/line/scatter/S0.15m-0.1.png,,24,scatter,-0.12,0.02,0.02,36
0.05,1,line,0.4,data/Exp2/line/scatter/S0.05m0.4.png,,24,scatter,0.43,-0.03,0.03,37
0.2,-1,line,0.2,data/Exp2/line/scatter/S0.2m-0.2.png,,24,scatter,-0.36,0.16,0.16,38
0.1,-1,quad,0.8,data/Exp2/quad/line/S0.1m-0.8.png,,24,line,-0.86,0.06,0.06,39
0.05,-1,quad,0.1,data/Exp2/quad/line/S0.05m-0.1.png,,24,line,-0.12,0.02,0.02,40
0.15,-1,quad,0.8,data/Exp2/quad/area/S0.15m-0.8.png,,24,area,-0.84,0.04,0.04,41
0.05,1,trig,0.8,data/Exp2/trig/scatter/S0.05m0.8.png,,24,scatter,0.78,0.02,0.02,42
0.15,-1,trig,0.2,data/Exp2/trig/line/S0.15m-0.2.png,,24,line,-0.28,0.08,0.08,43
0.05,1,trig,0.8,data/Exp2/trig/line/S0.05m0.8.png,,24,line,0.82,-0.02,0.02,44
0.1,1,line,0.1,data/Exp2/line/scatter/S0.1m0.1.png,,24,scatter,0.14,-0.04,0.04,46
0.05,1,line,0.1,data/Exp2/line/scatter/S0.05m0.1.png,,24,scatter,0.17,-0.07,0.07,47
0.2,1,quad,0.1,data/Exp2/quad/scatter/S0.2m0.1.png,,24,scatter,0.37,-0.27,0.27,48
0.15,-1,quad,0.1,data/Exp2/quad/area/S0.15m-0.1.png,,24,area,-0.21,0.11,0.11,50
0.05,1,trig,0.8,data/Exp2/trig/area/S0.05m0.8.png,,24,area,0.82,-0.02,0.02,49
0.05,-1,trig,0.8,data/Exp2/trig/scatter/S0.05m-0.8.png,,24,scatter,-0.82,0.02,0.02,51
0.15,1,quad,0.4,data/Exp2/quad/scatter/S0.15m0.4.png,,24,scatter,0.42,-0.02,0.02,52
0.05,1,line,0.4,data/Exp2/line/line/S0.05m0.4.png,,24,line,0.39,0.01,0.01,53
0.1,1,trig,0.2,data/Exp2/trig/scatter/S0.1m0.2.png,,24,scatter,0.33,-0.13,0.13,54
0.1,-1,line,0.2,data/Exp2/line/line/S0.1m-0.2.png,,24,line,-0.21,0.01,0.01,55
0.15,-1,trig,0.2,data/Exp2/trig/area/S0.15m-0.2.png,,24,area,-0.22,0.02,0.02,56
0.15,1,line,0.4,data/Exp2/line/line/S0.15m0.4.png,,24,line,0.43,-0.03,0.03,57
0.15,1,trig,0.8,data/Exp2/trig/scatter/S0.15m0.8.png,,24,scatter,0.86,-0.06,0.06,58
0.1,1,quad,0.8,data/Exp2/quad/scatter/S0.1m0.8.png,,24,scatter,0.75,0.05,0.05,59
0.05,-1,quad,0.2,data/Exp2/quad/area/S0.05m-0.2.png,,24,area,-0.21,0.01,0.01,60
0.2,-1,quad,0.8,data/Exp2/quad/area/S0.2m-0.8.png,,24,area,-0.71,-0.09,0.09,61
0.1,-1,quad,0.8,data/Exp2/quad/area/S0.1m-0.8.png,,24,area,-0.81,0.01,0.01,62
0.2,1,line,0.8,data/Exp2/line/scatter/S0.2m0.8.png,,24,scatter,1,-0.2,0.2,63
0.2,1,trig,0.1,data/Exp2/trig/line/S0.2m0.1.png,,24,line,0.27,-0.17,0.17,64
0.1,1,line,0.4,data/Exp2/line/area/S0.1m0.4.png,,24,area,0.5,-0.1,0.1,65
0.05,1,trig,0.2,data/Exp2/trig/scatter/S0.05m0.2.png,,24,scatter,0.22,-0.02,0.02,66
0.05,-1,line,0.1,data/Exp2/line/area/S0.05m-0.1.png,,24,area,-0.07,-0.03,0.03,68
0.1,-1,trig,0.1,data/Exp2/trig/scatter/S0.1m-0.1.png,,24,scatter,-0.18,0.08,0.08,69
0.2,1,trig,0.8,data/Exp2/trig/area/S0.2m0.8.png,,24,area,0.76,0.04,0.04,70
0.2,-1,trig,0.1,data/Exp2/trig/line/S0.2m-0.1.png,,24,line,-0.22,0.12,0.12,71
0.15,1,line,0.2,data/Exp2/line/line/S0.15m0.2.png,,24,line,0.26,-0.06,0.06,72
0.1,1,line,0.8,data/Exp2/line/area/S0.1m0.8.png,,24,area,0.73,0.07,0.07,73
0.2,1,quad,0.4,data/Exp2/quad/line/S0.2m0.4.png,,24,line,0.47,-0.07,0.07,74
0.2,-1,line,0.1,data/Exp2/line/scatter/S0.2m-0.1.png,,24,scatter,-0.28,0.18,0.18,75
0.05,1,line,0.1,data/Exp2/line/area/S0.05m0.1.png,,24,area,0.13,-0.03,0.03,76
0.1,1,line,0.2,data/Exp2/line/area/S0.1m0.2.png,,24,area,0.26,-0.06,0.06,77
0.15,1,trig,0.8,data/Exp2/trig/line/S0.15m0.8.png,,24,line,0.81,-0.01,0.01,78
0.15,-1,line,0.4,data/Exp2/line/area/S0.15m-0.4.png,,24,area,-0.42,0.02,0.02,79
0.15,-1,quad,0.2,data/Exp2/quad/scatter/S0.15m-0.2.png,,24,scatter,-0.3,0.1,0.1,80
0.15,1,line,0.2,data/Exp2/line/scatter/S0.15m0.2.png,,24,scatter,0.28,-0.08,0.08,81
0.1,-1,quad,0.4,data/Exp2/quad/area/S0.1m-0.4.png,,24,area,-0.45,0.05,0.05,82
0.1,-1,trig,0.4,data/Exp2/trig/line/S0.1m-0.4.png,,24,line,-0.45,0.05,0.05,83
0.2,1,quad,0.1,data/Exp2/quad/area/S0.2m0.1.png,,24,area,0.32,-0.22,0.22,84
0.1,1,quad,0.8,data/Exp2/quad/line/S0.1m0.8.png,,24,line,0.71,0.09,0.09,85
0.2,1,quad,0.2,data/Exp2/quad/area/S0.2m0.2.png,,24,area,0.26,-0.06,0.06,86
0.05,-1,quad,0.4,data/Exp2/quad/line/S0.05m-0.4.png,,24,line,-0.41,0.01,0.01,88
0.15,1,line,0.1,data/Exp2/line/line/S0.15m0.1.png,,24,line,0.17,-0.07,0.07,87
0.15,-1,quad,0.4,data/Exp2/quad/line/S0.15m-0.4.png,,24,line,-0.45,0.05,0.05,89
0.1,-1,quad,0.8,data/Exp2/quad/scatter/S0.1m-0.8.png,,24,scatter,-0.8,0,0,90
0.15,1,trig,0.1,data/Exp2/trig/area/S0.15m0.1.png,,24,area,0.14,-0.04,0.04,91
0.1,1,line,0.4,data/Exp2/line/scatter/S0.1m0.4.png,,24,scatter,0.45,-0.05,0.05,92
0.05,-1,trig,0.2,data/Exp2/trig/line/S0.05m-0.2.png,,24,line,-0.22,0.02,0.02,93
0.1,-1,quad,0.1,data/Exp2/quad/area/S0.1m-0.1.png,,24,area,-0.12,0.02,0.02,94
0.2,1,trig,0.2,data/Exp2/trig/scatter/S0.2m0.2.png,,24,scatter,0.02,0.18,0.18,96
0.05,-1,quad,0.4,data/Exp2/quad/area/S0.05m-0.4.png,,24,area,-0.42,0.02,0.02,95
0.05,-1,quad,0.2,data/Exp2/quad/scatter/S0.05m-0.2.png,,24,scatter,-0.21,0.01,0.01,97
0.05,1,trig,0.1,data/Exp2/trig/line/S0.05m0.1.png,,24,line,0.1,0,0,98
0.15,1,quad,0.2,data/Exp2/quad/area/S0.15m0.2.png,,25,area,0.65,-0.45,0.45,0
0.15,1,trig,0.2,data/Exp2/trig/line/S0.15m0.2.png,,25,line,0.29,-0.09,0.09,1
0.15,-1,trig,0.1,data/Exp2/trig/line/S0.15m-0.1.png,,25,line,-0.13,0.03,0.03,2
0.05,-1,line,0.2,data/Exp2/line/scatter/S0.05m-0.2.png,,25,scatter,-0.22,0.02,0.02,3
0.05,-1,line,0.8,data/Exp2/line/area/S0.05m-0.8.png,,25,area,-0.76,-0.04,0.04,4
0.05,1,trig,0.1,data/Exp2/trig/line/S0.05m0.1.png,,25,line,0.15,-0.05,0.05,5
0.15,-1,trig,0.1,data/Exp2/trig/area/S0.15m-0.1.png,,25,area,-0.15,0.05,0.05,6
0.15,1,trig,0.4,data/Exp2/trig/scatter/S0.15m0.4.png,,25,scatter,0.55,-0.15,0.15,7
0.05,-1,trig,0.2,data/Exp2/trig/area/S0.05m-0.2.png,,25,area,-0.22,0.02,0.02,8
0.2,-1,line,0.1,data/Exp2/line/area/S0.2m-0.1.png,,25,area,-0.24,0.14,0.14,9
0.1,1,trig,0.4,data/Exp2/trig/area/S0.1m0.4.png,,25,area,0.4,0,0,10
0.1,-1,trig,0.8,data/Exp2/trig/line/S0.1m-0.8.png,,25,line,-0.79,-0.01,0.01,11
0.15,-1,quad,0.2,data/Exp2/quad/line/S0.15m-0.2.png,,25,line,-0.26,0.06,0.06,12
0.2,-1,trig,0.4,data/Exp2/trig/area/S0.2m-0.4.png,,25,area,-0.44,0.04,0.04,13
0.15,1,trig,0.4,data/Exp2/trig/area/S0.15m0.4.png,,25,area,0.51,-0.11,0.11,14
0.15,1,quad,0.8,data/Exp2/quad/scatter/S0.15m0.8.png,,25,scatter,1,-0.2,0.2,15
0.2,-1,line,0.8,data/Exp2/line/area/S0.2m-0.8.png,,25,area,-1,0.2,0.2,16
0.1,1,line,0.4,data/Exp2/line/line/S0.1m0.4.png,,25,line,0.45,-0.05,0.05,17
0.15,1,quad,0.8,data/Exp2/quad/line/S0.15m0.8.png,,25,line,0.81,-0.01,0.01,18
0.15,-1,quad,0.2,data/Exp2/quad/scatter/S0.15m-0.2.png,,25,scatter,-0.24,0.04,0.04,19
0.2,-1,line,0.1,data/Exp2/line/scatter/S0.2m-0.1.png,,25,scatter,-0.09,-0.01,0.01,20
0.15,-1,line,0.8,data/Exp2/line/line/S0.15m-0.8.png,,25,line,-0.86,0.06,0.06,21
0.1,1,trig,0.2,data/Exp2/trig/scatter/S0.1m0.2.png,,25,scatter,0.22,-0.02,0.02,22
0.1,1,quad,0.1,data/Exp2/quad/area/S0.1m0.1.png,,25,area,0.12,-0.02,0.02,23
0.15,1,quad,0.1,data/Exp2/quad/line/S0.15m0.1.png,,25,line,0.16,-0.06,0.06,25
0.05,1,line,0.2,data/Exp2/line/area/S0.05m0.2.png,,25,area,0.24,-0.04,0.04,26
0.15,-1,line,0.4,data/Exp2/line/area/S0.15m-0.4.png,,25,area,-0.44,0.04,0.04,27
0.15,-1,line,0.8,data/Exp2/line/scatter/S0.15m-0.8.png,,25,scatter,-0.97,0.17,0.17,28
0.05,-1,trig,0.1,data/Exp2/trig/line/S0.05m-0.1.png,,25,line,-0.09,-0.01,0.01,29
0.05,1,line,0.1,data/Exp2/line/scatter/S0.05m0.1.png,,25,scatter,0.11,-0.01,0.01,30
0.05,-1,line,0.8,data/Exp2/line/scatter/S0.05m-0.8.png,,25,scatter,-0.79,-0.01,0.01,31
0.2,-1,quad,0.2,data/Exp2/quad/line/S0.2m-0.2.png,,25,line,-0.38,0.18,0.18,33
0.1,1,line,0.1,data/Exp2/line/scatter/S0.1m0.1.png,,25,scatter,0.13,-0.03,0.03,34
0.2,-1,trig,0.4,data/Exp2/trig/scatter/S0.2m-0.4.png,,25,scatter,-0.56,0.16,0.16,35
0.2,-1,trig,0.2,data/Exp2/trig/scatter/S0.2m-0.2.png,,25,scatter,-0.52,0.32,0.32,36
0.15,1,quad,0.4,data/Exp2/quad/line/S0.15m0.4.png,,25,line,0.48,-0.08,0.08,37
0.2,1,line,0.4,data/Exp2/line/area/S0.2m0.4.png,,25,area,0.55,-0.15,0.15,38
0.05,1,trig,0.2,data/Exp2/trig/line/S0.05m0.2.png,,25,line,0.21,-0.01,0.01,39
0.05,-1,line,0.4,data/Exp2/line/line/S0.05m-0.4.png,,25,line,-0.42,0.02,0.02,40
0.05,1,line,0.8,data/Exp2/line/area/S0.05m0.8.png,,25,area,0.79,0.01,0.01,41
0.15,1,line,0.1,data/Exp2/line/area/S0.15m0.1.png,,25,area,-0.03,0.13,0.13,42
0.1,1,trig,0.8,data/Exp2/trig/scatter/S0.1m0.8.png,,25,scatter,0.89,-0.09,0.09,43
0.2,1,line,0.8,data/Exp2/line/line/S0.2m0.8.png,,25,line,0.85,-0.05,0.05,44
0.1,1,quad,0.8,data/Exp2/quad/line/S0.1m0.8.png,,25,line,0.83,-0.03,0.03,45
0.2,1,quad,0.1,data/Exp2/quad/scatter/S0.2m0.1.png,,25,scatter,0.17,-0.07,0.07,46
0.05,-1,line,0.8,data/Exp2/line/line/S0.05m-0.8.png,,25,line,-0.76,-0.04,0.04,47
0.1,-1,quad,0.8,data/Exp2/quad/scatter/S0.1m-0.8.png,,25,scatter,-0.83,0.03,0.03,48
0.15,1,quad,0.2,data/Exp2/quad/scatter/S0.15m0.2.png,,25,scatter,0.27,-0.07,0.07,49
0.2,1,quad,0.1,data/Exp2/quad/line/S0.2m0.1.png,,25,line,0.25,-0.15,0.15,50
0.2,1,line,0.8,data/Exp2/line/area/S0.2m0.8.png,,25,area,0.83,-0.03,0.03,51
0.1,-1,quad,0.1,data/Exp2/quad/line/S0.1m-0.1.png,,25,line,-0.11,0.01,0.01,52
0.1,1,quad,0.2,data/Exp2/quad/line/S0.1m0.2.png,,25,line,0.21,-0.01,0.01,53
0.15,-1,quad,0.4,data/Exp2/quad/line/S0.15m-0.4.png,,25,line,-0.56,0.16,0.16,54
0.1,1,line,0.4,data/Exp2/line/scatter/S0.1m0.4.png,,25,scatter,0.49,-0.09,0.09,55
0.1,-1,trig,0.2,data/Exp2/trig/area/S0.1m-0.2.png,,25,area,-0.31,0.11,0.11,56
0.2,1,quad,0.4,data/Exp2/quad/scatter/S0.2m0.4.png,,25,scatter,0.4,0,0,57
0.05,1,trig,0.2,data/Exp2/trig/scatter/S0.05m0.2.png,,25,scatter,0.2,0,0,59
0.2,-1,trig,0.8,data/Exp2/trig/line/S0.2m-0.8.png,,25,line,-0.95,0.15,0.15,58
0.15,-1,line,0.1,data/Exp2/line/scatter/S0.15m-0.1.png,,25,scatter,-0.17,0.07,0.07,60
0.2,1,trig,0.4,data/Exp2/trig/line/S0.2m0.4.png,,25,line,0.55,-0.15,0.15,61
0.1,-1,quad,0.4,data/Exp2/quad/area/S0.1m-0.4.png,,25,area,-0.4,0,0,62
