sigma,sign,type,m,src,isValidation,id,graphtype,answer,error,unsignedError,index
0.15,-1,line,0.1,data/Exp2/line/line/S0.15m-0.1.png,,14,line,-0.16,0.06,0.06,72
0.15,1,quad,0.4,data/Exp2/quad/area/S0.15m0.4.png,,14,area,0.45,-0.05,0.05,73
0.15,-1,line,0.8,data/Exp2/line/scatter/S0.15m-0.8.png,,14,scatter,-0.73,-0.07,0.07,74
0.1,1,line,0.8,data/Exp2/line/scatter/S0.1m0.8.png,,14,scatter,0.78,0.02,0.02,75
0.15,1,line,0.1,data/Exp2/line/line/S0.15m0.1.png,,14,line,0.25,-0.15,0.15,76
0.1,1,quad,0.2,data/Exp2/quad/scatter/S0.1m0.2.png,,14,scatter,0.28,-0.08,0.08,78
0.15,-1,line,0.8,data/Exp2/line/area/S0.15m-0.8.png,,14,area,-0.82,0.02,0.02,77
0.2,-1,trig,0.8,data/Exp2/trig/line/S0.2m-0.8.png,,14,line,-0.91,0.11,0.11,79
0.1,1,quad,0.1,data/Exp2/quad/area/S0.1m0.1.png,,14,area,0.18,-0.08,0.08,80
0.05,-1,quad,0.1,data/Exp2/quad/scatter/S0.05m-0.1.png,,14,scatter,-0.11,0.01,0.01,81
0.2,1,quad,0.8,data/Exp2/quad/area/S0.2m0.8.png,,14,area,0.87,-0.07,0.07,82
0.2,-1,trig,0.2,data/Exp2/trig/area/S0.2m-0.2.png,,14,area,-0.32,0.12,0.12,83
0.2,-1,quad,0.4,data/Exp2/quad/scatter/S0.2m-0.4.png,,14,scatter,-0.55,0.15,0.15,84
0.1,1,trig,0.8,data/Exp2/trig/line/S0.1m0.8.png,,14,line,0.89,-0.09,0.09,85
0.05,-1,quad,0.1,data/Exp2/quad/area/S0.05m-0.1.png,,14,area,-0.14,0.04,0.04,86
0.2,1,trig,0.1,data/Exp2/trig/area/S0.2m0.1.png,,14,area,-0.2,0.3,0.3,87
0.2,-1,trig,0.1,data/Exp2/trig/line/S0.2m-0.1.png,,14,line,-0.31,0.21,0.21,88
0.05,-1,line,0.1,data/Exp2/line/line/S0.05m-0.1.png,,14,line,-0.13,0.03,0.03,89
0.1,-1,line,0.1,data/Exp2/line/line/S0.1m-0.1.png,,14,line,-0.23,0.13,0.13,90
0.2,1,trig,0.2,data/Exp2/trig/area/S0.2m0.2.png,,14,area,0.24,-0.04,0.04,91
0.15,1,line,0.2,data/Exp2/line/line/S0.15m0.2.png,,14,line,0.39,-0.19,0.19,92
0.15,-1,quad,0.4,data/Exp2/quad/area/S0.15m-0.4.png,,14,area,-0.42,0.02,0.02,93
0.1,1,quad,0.1,data/Exp2/quad/scatter/S0.1m0.1.png,,14,scatter,0.19,-0.09,0.09,94
0.05,-1,quad,0.2,data/Exp2/quad/area/S0.05m-0.2.png,,14,area,-0.17,-0.03,0.03,95
0.1,-1,quad,0.8,data/Exp2/quad/scatter/S0.1m-0.8.png,,14,scatter,-0.84,0.04,0.04,96
0.2,-1,quad,0.2,data/Exp2/quad/scatter/S0.2m-0.2.png,,14,scatter,-0.36,0.16,0.16,97
0.1,-1,quad,0.4,data/Exp2/quad/area/S0.1m-0.4.png,,14,area,-0.33,-0.07,0.07,98
0.15,-1,trig,0.4,data/Exp2/trig/line/S0.15m-0.4.png,,14,line,-0.53,0.13,0.13,99
0.15,-1,line,0.8,data/Exp2/line/line/S0.15m-0.8.png,,15,line,-0.84,0.04,0.04,0
0.15,1,line,0.8,data/Exp2/line/scatter/S0.15m0.8.png,,15,scatter,0.9,-0.1,0.1,1
0.15,-1,quad,0.2,data/Exp2/quad/scatter/S0.15m-0.2.png,,15,scatter,-0.25,0.05,0.05,2
0.2,1,quad,0.2,data/Exp2/quad/area/S0.2m0.2.png,,15,area,-0.05,0.25,0.25,3
0.15,1,line,0.2,data/Exp2/line/scatter/S0.15m0.2.png,,15,scatter,0.3,-0.1,0.1,4
0.05,-1,line,0.1,data/Exp2/line/scatter/S0.05m-0.1.png,,15,scatter,-0.11,0.01,0.01,5
0.2,-1,quad,0.4,data/Exp2/quad/scatter/S0.2m-0.4.png,,15,scatter,-0.4,0,0,6
0.2,-1,line,0.1,data/Exp2/line/line/S0.2m-0.1.png,,15,line,-0.11,0.01,0.01,7
0.2,1,trig,0.8,data/Exp2/trig/area/S0.2m0.8.png,,15,area,0.88,-0.08,0.08,8
0.05,-1,trig,0.2,data/Exp2/trig/area/S0.05m-0.2.png,,15,area,-0.2,0,0,10
0.2,-1,quad,0.1,data/Exp2/quad/area/S0.2m-0.1.png,,15,area,-0.19,0.09,0.09,12
0.15,-1,quad,0.4,data/Exp2/quad/scatter/S0.15m-0.4.png,,15,scatter,-0.52,0.12,0.12,11
0.05,-1,line,0.8,data/Exp2/line/scatter/S0.05m-0.8.png,,15,scatter,-0.79,-0.01,0.01,13
0.15,1,line,0.8,data/Exp2/line/line/S0.15m0.8.png,,15,line,0.85,-0.05,0.05,14
0.2,-1,quad,0.4,data/Exp2/quad/line/S0.2m-0.4.png,,15,line,-0.3,-0.1,0.1,15
0.1,1,quad,0.4,data/Exp2/quad/line/S0.1m0.4.png,,15,line,0.53,-0.13,0.13,16
0.2,1,line,0.1,data/Exp2/line/line/S0.2m0.1.png,,15,line,0.25,-0.15,0.15,17
0.1,1,quad,0.8,data/Exp2/quad/area/S0.1m0.8.png,,15,area,0.81,-0.01,0.01,19
0.15,1,quad,0.8,data/Exp2/quad/area/S0.15m0.8.png,,15,area,1,-0.2,0.2,18
0.2,1,trig,0.4,data/Exp2/trig/area/S0.2m0.4.png,,15,area,0.44,-0.04,0.04,20
0.15,1,trig,0.1,data/Exp2/trig/scatter/S0.15m0.1.png,,15,scatter,0.01,0.09,0.09,21
0.15,1,line,0.1,data/Exp2/line/area/S0.15m0.1.png,,15,area,-0.05,0.15,0.15,22
0.1,-1,trig,0.1,data/Exp2/trig/scatter/S0.1m-0.1.png,,15,scatter,-0.18,0.08,0.08,23
0.15,-1,trig,0.2,data/Exp2/trig/line/S0.15m-0.2.png,,15,line,-0.29,0.09,0.09,24
0.1,1,trig,0.1,data/Exp2/trig/scatter/S0.1m0.1.png,,15,scatter,0.21,-0.11,0.11,25
0.05,-1,trig,0.1,data/Exp2/trig/line/S0.05m-0.1.png,,15,line,-0.18,0.08,0.08,27
0.05,1,line,0.4,data/Exp2/line/scatter/S0.05m0.4.png,,15,scatter,0.44,-0.04,0.04,26
0.05,1,trig,0.2,data/Exp2/trig/scatter/S0.05m0.2.png,,15,scatter,0.3,-0.1,0.1,28
0.1,-1,quad,0.8,data/Exp2/quad/area/S0.1m-0.8.png,,15,area,-0.97,0.17,0.17,30
0.1,-1,trig,0.8,data/Exp2/trig/scatter/S0.1m-0.8.png,,15,scatter,-0.79,-0.01,0.01,29
0.2,-1,line,0.8,data/Exp2/line/area/S0.2m-0.8.png,,15,area,-0.9,0.1,0.1,31
0.15,1,line,0.4,data/Exp2/line/scatter/S0.15m0.4.png,,15,scatter,0.44,-0.04,0.04,33
0.15,-1,line,0.1,data/Exp2/line/area/S0.15m-0.1.png,,15,area,0.07,-0.17,0.17,32
0.05,1,line,0.1,data/Exp2/line/line/S0.05m0.1.png,,15,line,0.13,-0.03,0.03,34
0.2,1,trig,0.2,data/Exp2/trig/line/S0.2m0.2.png,,15,line,0.04,0.16,0.16,35
0.05,-1,trig,0.2,data/Exp2/trig/line/S0.05m-0.2.png,,15,line,-0.22,0.02,0.02,37
0.1,1,trig,0.2,data/Exp2/trig/line/S0.1m0.2.png,,15,line,0.2,0,0,38
0.2,-1,trig,0.2,data/Exp2/trig/line/S0.2m-0.2.png,,15,line,-0.43,0.23,0.23,39
0.1,1,line,0.1,data/Exp2/line/line/S0.1m0.1.png,,15,line,0.18,-0.08,0.08,40
0.15,-1,trig,0.8,data/Exp2/trig/scatter/S0.15m-0.8.png,,15,scatter,-0.95,0.15,0.15,41
0.2,1,line,0.1,data/Exp2/line/area/S0.2m0.1.png,,15,area,0.23,-0.13,0.13,42
0.05,1,quad,0.8,data/Exp2/quad/scatter/S0.05m0.8.png,,15,scatter,0.79,0.01,0.01,43
0.15,1,line,0.4,data/Exp2/line/area/S0.15m0.4.png,,15,area,0.2,0.2,0.2,44
0.2,-1,quad,0.8,data/Exp2/quad/scatter/S0.2m-0.8.png,,15,scatter,-0.97,0.17,0.17,45
0.1,-1,quad,0.2,data/Exp2/quad/line/S0.1m-0.2.png,,15,line,-0.31,0.11,0.11,46
0.1,-1,trig,0.1,data/Exp2/trig/area/S0.1m-0.1.png,,15,area,-0.06,-0.04,0.04,47
0.1,1,quad,0.4,data/Exp2/quad/area/S0.1m0.4.png,,15,area,0.49,-0.09,0.09,48
0.2,-1,line,0.8,data/Exp2/line/line/S0.2m-0.8.png,,15,line,-0.84,0.04,0.04,49
0.2,-1,quad,0.1,data/Exp2/quad/scatter/S0.2m-0.1.png,,15,scatter,-0.19,0.09,0.09,50
0.05,-1,line,0.8,data/Exp2/line/area/S0.05m-0.8.png,,15,area,-0.79,-0.01,0.01,51
0.05,-1,quad,0.2,data/Exp2/quad/scatter/S0.05m-0.2.png,,15,scatter,-0.2,0,0,52
0.15,1,trig,0.4,data/Exp2/trig/line/S0.15m0.4.png,,15,line,0.5,-0.1,0.1,53
0.1,1,trig,0.8,data/Exp2/trig/line/S0.1m0.8.png,,15,line,0.81,-0.01,0.01,54
0.1,-1,trig,0.2,data/Exp2/trig/scatter/S0.1m-0.2.png,,15,scatter,-0.26,0.06,0.06,55
0.05,-1,line,0.4,data/Exp2/line/area/S0.05m-0.4.png,,15,area,-0.39,-0.01,0.01,56
0.1,1,trig,0.1,data/Exp2/trig/area/S0.1m0.1.png,,15,area,0.18,-0.08,0.08,57
0.1,-1,trig,0.2,data/Exp2/trig/area/S0.1m-0.2.png,,15,area,-0.34,0.14,0.14,58
0.1,-1,quad,0.4,data/Exp2/quad/scatter/S0.1m-0.4.png,,15,scatter,-0.37,-0.03,0.03,59
0.2,1,trig,0.4,data/Exp2/trig/line/S0.2m0.4.png,,15,line,0.52,-0.12,0.12,60
0.1,-1,quad,0.4,data/Exp2/quad/line/S0.1m-0.4.png,,15,line,-0.37,-0.03,0.03,61
0.15,1,trig,0.2,data/Exp2/trig/area/S0.15m0.2.png,,15,area,0.36,-0.16,0.16,62
0.15,1,quad,0.2,data/Exp2/quad/line/S0.15m0.2.png,,15,line,0.37,-0.17,0.17,63
0.05,1,trig,0.4,data/Exp2/trig/area/S0.05m0.4.png,,15,area,0.4,0,0,64
0.2,-1,trig,0.2,data/Exp2/trig/area/S0.2m-0.2.png,,15,area,-0.37,0.17,0.17,65
0.15,-1,line,0.1,data/Exp2/line/line/S0.15m-0.1.png,,15,line,-0.09,-0.01,0.01,66
0.2,1,quad,0.1,data/Exp2/quad/scatter/S0.2m0.1.png,,15,scatter,0.2,-0.1,0.1,67
0.1,-1,trig,0.4,data/Exp2/trig/area/S0.1m-0.4.png,,15,area,-0.44,0.04,0.04,68
0.05,1,line,0.1,data/Exp2/line/scatter/S0.05m0.1.png,,15,scatter,0.11,-0.01,0.01,69
0.15,1,line,0.1,data/Exp2/line/line/S0.15m0.1.png,,15,line,0.15,-0.05,0.05,70
0.05,-1,trig,0.8,data/Exp2/trig/line/S0.05m-0.8.png,,15,line,-0.79,-0.01,0.01,71
0.15,-1,quad,0.1,data/Exp2/quad/scatter/S0.15m-0.1.png,,15,scatter,-0.13,0.03,0.03,72
0.2,-1,quad,0.2,data/Exp2/quad/scatter/S0.2m-0.2.png,,15,scatter,-0.36,0.16,0.16,73
0.1,1,line,0.2,data/Exp2/line/area/S0.1m0.2.png,,15,area,0.28,-0.08,0.08,74
0.05,1,trig,0.8,data/Exp2/trig/area/S0.05m0.8.png,,15,area,0.82,-0.02,0.02,75
0.15,-1,trig,0.4,data/Exp2/trig/area/S0.15m-0.4.png,,15,area,-0.61,0.21,0.21,76
0.2,-1,quad,0.4,data/Exp2/quad/area/S0.2m-0.4.png,,15,area,-0.42,0.02,0.02,77
0.2,1,trig,0.8,data/Exp2/trig/line/S0.2m0.8.png,,15,line,0.86,-0.06,0.06,78
0.2,1,quad,0.8,data/Exp2/quad/scatter/S0.2m0.8.png,,15,scatter,0.71,0.09,0.09,79
0.15,-1,quad,0.4,data/Exp2/quad/line/S0.15m-0.4.png,,15,line,-0.33,-0.07,0.07,80
0.2,1,trig,0.2,data/Exp2/trig/scatter/S0.2m0.2.png,,15,scatter,0.28,-0.08,0.08,81
0.05,-1,line,0.4,data/Exp2/line/scatter/S0.05m-0.4.png,,15,scatter,-0.38,-0.02,0.02,82
0.05,1,quad,0.2,data/Exp2/quad/area/S0.05m0.2.png,,15,area,0.22,-0.02,0.02,83
0.15,-1,trig,0.8,data/Exp2/trig/area/S0.15m-0.8.png,,15,area,-0.86,0.06,0.06,84
0.05,1,line,0.1,data/Exp2/line/area/S0.05m0.1.png,,15,area,0.11,-0.01,0.01,85
0.05,-1,quad,0.1,data/Exp2/quad/area/S0.05m-0.1.png,,15,area,-0.11,0.01,0.01,86
0.1,1,line,0.2,data/Exp2/line/scatter/S0.1m0.2.png,,15,scatter,0.27,-0.07,0.07,87
0.1,1,trig,0.4,data/Exp2/trig/scatter/S0.1m0.4.png,,15,scatter,0.48,-0.08,0.08,88
0.15,-1,quad,0.2,data/Exp2/quad/area/S0.15m-0.2.png,,15,area,-0.09,-0.11,0.11,90
0.05,1,line,0.8,data/Exp2/line/line/S0.05m0.8.png,,15,line,0.8,0,0,91
0.1,-1,line,0.1,data/Exp2/line/line/S0.1m-0.1.png,,15,line,-0.07,-0.03,0.03,92
0.2,1,quad,0.4,data/Exp2/quad/scatter/S0.2m0.4.png,,15,scatter,0.63,-0.23,0.23,93
0.1,-1,quad,0.8,data/Exp2/quad/line/S0.1m-0.8.png,,15,line,-0.75,-0.05,0.05,94
0.05,1,quad,0.4,data/Exp2/quad/line/S0.05m0.4.png,,15,line,0.43,-0.03,0.03,95
0.05,1,line,0.2,data/Exp2/line/line/S0.05m0.2.png,,15,line,0.2,0,0,96
0.1,1,quad,0.8,data/Exp2/quad/scatter/S0.1m0.8.png,,15,scatter,0.81,-0.01,0.01,97
0.05,-1,quad,0.4,data/Exp2/quad/line/S0.05m-0.4.png,,15,line,-0.4,0,0,99
0.1,-1,quad,0.8,data/Exp2/quad/area/S0.1m-0.8.png,,16,area,-0.88,0.08,0.08,0
0.1,-1,line,0.8,data/Exp2/line/scatter/S0.1m-0.8.png,,16,scatter,-0.9,0.1,0.1,1
0.15,-1,trig,0.2,data/Exp2/trig/scatter/S0.15m-0.2.png,,16,scatter,-0.52,0.32,0.32,2
0.1,-1,trig,0.1,data/Exp2/trig/line/S0.1m-0.1.png,,16,line,0.02,-0.12,0.12,3
0.15,-1,line,0.4,data/Exp2/line/line/S0.15m-0.4.png,,16,line,-0.73,0.33,0.33,4
0.2,1,line,0.8,data/Exp2/line/scatter/S0.2m0.8.png,,16,scatter,1,-0.2,0.2,5
0.05,-1,trig,0.1,data/Exp2/trig/scatter/S0.05m-0.1.png,,16,scatter,-0.12,0.02,0.02,6
0.2,-1,line,0.8,data/Exp2/line/scatter/S0.2m-0.8.png,,16,scatter,-0.96,0.16,0.16,7
0.05,-1,line,0.1,data/Exp2/line/area/S0.05m-0.1.png,,16,area,-0.09,-0.01,0.01,8
0.05,1,line,0.4,data/Exp2/line/scatter/S0.05m0.4.png,,16,scatter,0.47,-0.07,0.07,9
0.15,-1,quad,0.2,data/Exp2/quad/line/S0.15m-0.2.png,,16,line,-0.42,0.22,0.22,10
0.15,1,quad,0.8,data/Exp2/quad/scatter/S0.15m0.8.png,,16,scatter,0.83,-0.03,0.03,11
0.05,1,line,0.2,data/Exp2/line/area/S0.05m0.2.png,,16,area,0.21,-0.01,0.01,12
0.05,-1,trig,0.4,data/Exp2/trig/area/S0.05m-0.4.png,,16,area,-0.42,0.02,0.02,13
0.05,-1,quad,0.1,data/Exp2/quad/line/S0.05m-0.1.png,,16,line,-0.13,0.03,0.03,14
0.15,1,quad,0.1,data/Exp2/quad/area/S0.15m0.1.png,,16,area,0.09,0.01,0.01,15
0.2,-1,line,0.1,data/Exp2/line/scatter/S0.2m-0.1.png,,16,scatter,-0.05,-0.05,0.05,16
0.15,1,line,0.4,data/Exp2/line/scatter/S0.15m0.4.png,,16,scatter,0.66,-0.26,0.26,17
0.2,-1,quad,0.4,data/Exp2/quad/scatter/S0.2m-0.4.png,,16,scatter,-0.7,0.3,0.3,18
0.05,-1,quad,0.8,data/Exp2/quad/area/S0.05m-0.8.png,,16,area,-0.9,0.1,0.1,19
0.1,1,line,0.8,data/Exp2/line/line/S0.1m0.8.png,,16,line,0.8,0,0,20
0.1,1,line,0.8,data/Exp2/line/area/S0.1m0.8.png,,16,area,0.78,0.02,0.02,21
0.2,-1,quad,0.8,data/Exp2/quad/area/S0.2m-0.8.png,,16,area,-0.99,0.19,0.19,22
0.2,1,quad,0.1,data/Exp2/quad/line/S0.2m0.1.png,,16,line,0.12,-0.02,0.02,23
0.2,1,line,0.1,data/Exp2/line/scatter/S0.2m0.1.png,,16,scatter,-0.04,0.14,0.14,24
0.15,-1,trig,0.8,data/Exp2/trig/area/S0.15m-0.8.png,,16,area,-0.89,0.09,0.09,25
0.2,1,quad,0.2,data/Exp2/quad/area/S0.2m0.2.png,,16,area,0.42,-0.22,0.22,26
0.15,-1,trig,0.4,data/Exp2/trig/area/S0.15m-0.4.png,,16,area,-0.97,0.57,0.57,27
0.1,-1,line,0.1,data/Exp2/line/area/S0.1m-0.1.png,,16,area,-0.13,0.03,0.03,28
0.1,-1,trig,0.4,data/Exp2/trig/line/S0.1m-0.4.png,,16,line,-0.53,0.13,0.13,29
0.15,-1,quad,0.8,data/Exp2/quad/scatter/S0.15m-0.8.png,,16,scatter,-1,0.2,0.2,30
0.05,-1,trig,0.2,data/Exp2/trig/scatter/S0.05m-0.2.png,,16,scatter,-0.18,-0.02,0.02,31
0.05,1,trig,0.8,data/Exp2/trig/area/S0.05m0.8.png,,16,area,0.99,-0.19,0.19,32
0.2,-1,trig,0.8,data/Exp2/trig/line/S0.2m-0.8.png,,16,line,-0.95,0.15,0.15,33
0.05,-1,line,0.8,data/Exp2/line/scatter/S0.05m-0.8.png,,16,scatter,-0.81,0.01,0.01,34
0.15,1,trig,0.4,data/Exp2/trig/line/S0.15m0.4.png,,16,line,0.49,-0.09,0.09,35
0.05,1,quad,0.4,data/Exp2/quad/line/S0.05m0.4.png,,16,line,0.42,-0.02,0.02,36
0.1,1,quad,0.1,data/Exp2/quad/line/S0.1m0.1.png,,16,line,0.14,-0.04,0.04,37
0.15,-1,trig,0.1,data/Exp2/trig/scatter/S0.15m-0.1.png,,16,scatter,-0.34,0.24,0.24,38
0.15,1,quad,0.1,data/Exp2/quad/scatter/S0.15m0.1.png,,16,scatter,0.06,0.04,0.04,40
0.1,1,trig,0.2,data/Exp2/trig/line/S0.1m0.2.png,,16,line,0.33,-0.13,0.13,41
0.2,1,line,0.2,data/Exp2/line/scatter/S0.2m0.2.png,,16,scatter,0.1,0.1,0.1,42
0.2,-1,trig,0.2,data/Exp2/trig/line/S0.2m-0.2.png,,16,line,-0.69,0.49,0.49,43
0.2,-1,line,0.4,data/Exp2/line/line/S0.2m-0.4.png,,16,line,-0.58,0.18,0.18,44
0.2,-1,quad,0.1,data/Exp2/quad/line/S0.2m-0.1.png,,16,line,-0.11,0.01,0.01,45
0.05,-1,trig,0.4,data/Exp2/trig/scatter/S0.05m-0.4.png,,16,scatter,-0.44,0.04,0.04,46
0.15,-1,line,0.1,data/Exp2/line/area/S0.15m-0.1.png,,16,area,-0.19,0.09,0.09,48
0.1,-1,trig,0.2,data/Exp2/trig/area/S0.1m-0.2.png,,16,area,-0.35,0.15,0.15,47
0.2,1,trig,0.4,data/Exp2/trig/area/S0.2m0.4.png,,16,area,0.98,-0.58,0.58,49
0.1,1,line,0.1,data/Exp2/line/scatter/S0.1m0.1.png,,16,scatter,0.07,0.03,0.03,50
0.15,-1,trig,0.2,data/Exp2/trig/area/S0.15m-0.2.png,,16,area,-0.27,0.07,0.07,51
0.1,1,quad,0.4,data/Exp2/quad/line/S0.1m0.4.png,,16,line,0.73,-0.33,0.33,52
0.1,-1,line,0.2,data/Exp2/line/line/S0.1m-0.2.png,,16,line,-0.4,0.2,0.2,53
0.15,1,quad,0.1,data/Exp2/quad/line/S0.15m0.1.png,,16,line,0.33,-0.23,0.23,54
0.1,1,quad,0.2,data/Exp2/quad/area/S0.1m0.2.png,,16,area,0.35,-0.15,0.15,55
0.2,1,trig,0.4,data/Exp2/trig/scatter/S0.2m0.4.png,,16,scatter,0.75,-0.35,0.35,56
0.1,-1,line,0.4,data/Exp2/line/area/S0.1m-0.4.png,,16,area,-0.38,-0.02,0.02,57
0.05,1,line,0.1,data/Exp2/line/scatter/S0.05m0.1.png,,16,scatter,0.12,-0.02,0.02,58
0.15,1,line,0.4,data/Exp2/line/area/S0.15m0.4.png,,16,area,0.52,-0.12,0.12,59
0.05,1,quad,0.8,data/Exp2/quad/line/S0.05m0.8.png,,16,line,0.86,-0.06,0.06,60
0.15,1,quad,0.2,data/Exp2/quad/line/S0.15m0.2.png,,16,line,0.34,-0.14,0.14,61
0.05,-1,line,0.4,data/Exp2/line/line/S0.05m-0.4.png,,16,line,-0.43,0.03,0.03,62
0.2,1,quad,0.1,data/Exp2/quad/area/S0.2m0.1.png,,16,area,0.25,-0.15,0.15,63
0.1,1,trig,0.2,data/Exp2/trig/scatter/S0.1m0.2.png,,16,scatter,0.23,-0.03,0.03,64
0.15,1,trig,0.2,data/Exp2/trig/scatter/S0.15m0.2.png,,16,scatter,0.16,0.04,0.04,65
0.05,-1,trig,0.2,data/Exp2/trig/area/S0.05m-0.2.png,,16,area,-0.26,0.06,0.06,67
0.2,1,line,0.8,data/Exp2/line/area/S0.2m0.8.png,,16,area,0.98,-0.18,0.18,68
0.1,1,trig,0.1,data/Exp2/trig/area/S0.1m0.1.png,,16,area,0.14,-0.04,0.04,69
0.05,1,trig,0.2,data/Exp2/trig/scatter/S0.05m0.2.png,,16,scatter,0.32,-0.12,0.12,70
0.05,1,trig,0.1,data/Exp2/trig/line/S0.05m0.1.png,,16,line,0.26,-0.16,0.16,71
0.1,1,trig,0.4,data/Exp2/trig/area/S0.1m0.4.png,,16,area,0.73,-0.33,0.33,72
0.1,-1,line,0.2,data/Exp2/line/scatter/S0.1m-0.2.png,,16,scatter,-0.34,0.14,0.14,74
0.1,-1,line,0.4,data/Exp2/line/scatter/S0.1m-0.4.png,,16,scatter,-0.53,0.13,0.13,75
0.05,1,quad,0.1,data/Exp2/quad/area/S0.05m0.1.png,,16,area,0.24,-0.14,0.14,76
0.15,1,trig,0.2,data/Exp2/trig/area/S0.15m0.2.png,,16,area,0.45,-0.25,0.25,77
0.05,-1,line,0.2,data/Exp2/line/line/S0.05m-0.2.png,,16,line,-0.22,0.02,0.02,78
0.15,1,quad,0.8,data/Exp2/quad/line/S0.15m0.8.png,,16,line,1,-0.2,0.2,79
0.2,1,quad,0.2,data/Exp2/quad/line/S0.2m0.2.png,,16,line,0.29,-0.09,0.09,80
0.15,-1,quad,0.4,data/Exp2/quad/scatter/S0.15m-0.4.png,,16,scatter,-0.71,0.31,0.31,81
0.1,-1,quad,0.8,data/Exp2/quad/line/S0.1m-0.8.png,,16,line,-0.96,0.16,0.16,82
0.2,1,line,0.4,data/Exp2/line/line/S0.2m0.4.png,,16,line,0.42,-0.02,0.02,83
0.15,-1,quad,0.1,data/Exp2/quad/line/S0.15m-0.1.png,,16,line,-0.16,0.06,0.06,84
0.1,1,trig,0.4,data/Exp2/trig/scatter/S0.1m0.4.png,,16,scatter,0.59,-0.19,0.19,85
0.05,1,line,0.4,data/Exp2/line/area/S0.05m0.4.png,,16,area,0.48,-0.08,0.08,87
0.05,-1,trig,0.8,data/Exp2/trig/line/S0.05m-0.8.png,,16,line,-0.89,0.09,0.09,88
0.1,1,line,0.8,data/Exp2/line/scatter/S0.1m0.8.png,,16,scatter,0.8,0,0,89
0.2,-1,trig,0.1,data/Exp2/trig/area/S0.2m-0.1.png,,16,area,-0.23,0.13,0.13,90
0.2,-1,quad,0.4,data/Exp2/quad/area/S0.2m-0.4.png,,16,area,-0.66,0.26,0.26,91
0.15,-1,trig,0.8,data/Exp2/trig/line/S0.15m-0.8.png,,16,line,-0.61,-0.19,0.19,92
0.05,1,line,0.8,data/Exp2/line/scatter/S0.05m0.8.png,,16,scatter,0.81,-0.01,0.01,93
0.05,1,trig,0.2,data/Exp2/trig/line/S0.05m0.2.png,,16,line,0.32,-0.12,0.12,94
0.2,1,quad,0.8,data/Exp2/quad/line/S0.2m0.8.png,,16,line,1,-0.2,0.2,95
0.1,-1,quad,0.1,data/Exp2/quad/scatter/S0.1m-0.1.png,,16,scatter,-0.4,0.3,0.3,96
0.2,-1,trig,0.2,data/Exp2/trig/area/S0.2m-0.2.png,,16,area,-0.68,0.48,0.48,97
0.15,1,line,0.8,data/Exp2/line/area/S0.15m0.8.png,,16,area,1,-0.2,0.2,98
0.2,-1,line,0.2,data/Exp2/line/scatter/S0.2m-0.2.png,,16,scatter,-0.58,0.38,0.38,99
0.05,-1,line,0.1,data/Exp2/line/line/S0.05m-0.1.png,,17,line,-0.09,-0.01,0.01,1
0.15,1,quad,0.2,data/Exp2/quad/area/S0.15m0.2.png,,17,area,0.37,-0.17,0.17,2
0.15,-1,trig,0.2,data/Exp2/trig/scatter/S0.15m-0.2.png,,17,scatter,-0.36,0.16,0.16,0
0.15,-1,line,0.4,data/Exp2/line/area/S0.15m-0.4.png,,17,area,-0.51,0.11,0.11,3
0.2,1,trig,0.4,data/Exp2/trig/area/S0.2m0.4.png,,17,area,0.52,-0.12,0.12,5
0.2,1,trig,0.1,data/Exp2/trig/line/S0.2m0.1.png,,17,line,-0.13,0.23,0.23,6
0.05,-1,line,0.4,data/Exp2/line/line/S0.05m-0.4.png,,17,line,-0.4,0,0,7
0.05,1,line,0.2,data/Exp2/line/scatter/S0.05m0.2.png,,17,scatter,0.23,-0.03,0.03,8
0.05,-1,quad,0.4,data/Exp2/quad/scatter/S0.05m-0.4.png,,17,scatter,-0.42,0.02,0.02,9
0.15,1,line,0.1,data/Exp2/line/area/S0.15m0.1.png,,17,area,0.15,-0.05,0.05,10
0.15,1,quad,0.2,data/Exp2/quad/scatter/S0.15m0.2.png,,17,scatter,0.23,-0.03,0.03,11
0.15,1,line,0.8,data/Exp2/line/scatter/S0.15m0.8.png,,17,scatter,0.89,-0.09,0.09,12
0.15,1,quad,0.4,data/Exp2/quad/line/S0.15m0.4.png,,17,line,0.36,0.04,0.04,13
0.1,1,quad,0.2,data/Exp2/quad/scatter/S0.1m0.2.png,,17,scatter,0.16,0.04,0.04,14
0.2,1,quad,0.4,data/Exp2/quad/scatter/S0.2m0.4.png,,17,scatter,0.44,-0.04,0.04,15
0.15,1,line,0.8,data/Exp2/line/area/S0.15m0.8.png,,17,area,0.92,-0.12,0.12,16
0.05,-1,trig,0.4,data/Exp2/trig/area/S0.05m-0.4.png,,17,area,-0.4,0,0,17
0.2,1,trig,0.8,data/Exp2/trig/area/S0.2m0.8.png,,17,area,1,-0.2,0.2,18
0.2,1,trig,0.1,data/Exp2/trig/area/S0.2m0.1.png,,17,area,0.28,-0.18,0.18,20
0.05,-1,line,0.2,data/Exp2/line/area/S0.05m-0.2.png,,17,area,-0.19,-0.01,0.01,19
0.2,-1,quad,0.4,data/Exp2/quad/area/S0.2m-0.4.png,,17,area,-0.45,0.05,0.05,21
0.2,-1,line,0.1,data/Exp2/line/scatter/S0.2m-0.1.png,,17,scatter,-0.34,0.24,0.24,22
0.15,1,line,0.4,data/Exp2/line/scatter/S0.15m0.4.png,,17,scatter,0.5,-0.1,0.1,23
