sigma,sign,type,m,src,isValidation,id,graphtype,offset,outlierLoc,outlierNum,ix,iy,actualm,actualb,answer,error,unsignedError,errorActual,unsignedErrorActual,index
0.2,-1,line,0.1,data/Exp4/line/area/S0.2m-0.1oe10.png,,1,area,0,e,10,0.30165333,0.5198346,0.33629665,0.41838956,0.32,-0.42,0.42,0.02,0.02,52
0.15,-1,line,0.2,data/Exp4/line/scatter/S0.15m-0.2ob5.png,,1,scatter,0,b,5,0.66189754,0.46762046,0.06637987,0.4236838,-0.24,0.04,0.04,0.31,0.31,53
0.1,1,line,0.1,data/Exp4/line/line/S0.1m0.1oe5.png,,1,line,0,e,5,0.3335052,0.48335052,-0.15303838,0.5343896,-0.6,0.7,0.7,0.45,0.45,54
0.2,1,line,0.8,data/Exp4/line/area/S0.2m0.8ob15.png,,1,area,0,b,15,0.7017678,0.66141444,-0.09998893,0.7315834,0.44,0.36,0.36,-0.54,0.54,55
0.05,-1,line,0.2,data/Exp4/line/line/S0.05m-0.2oe15.png,,1,line,0,e,15,0.30101183,0.5397976,0.49136692,0.39189035,0.71,-0.91,0.91,-0.22,0.22,56
0.2,1,line,0.4,data/Exp4/line/line/S0.2m0.4oe5.png,,1,line,0,e,5,0.3422054,0.4368822,0.12752087,0.39324388,0.11,0.29,0.29,0.02,0.02,58
0.15,1,line,0.2,data/Exp4/line/line/S0.15m0.2oe5.png,,1,line,0,e,5,0.33926836,0.4678536,-0.040542778,0.48160848,-0.27,0.47,0.47,0.23,0.23,59
0.15,1,line,0.8,data/Exp4/line/line/S0.15m0.8oe15.png,,1,line,0,e,15,0.3070974,0.34567797,-0.11729147,0.3816979,-0.4,1.2,1.2,0.28,0.28,60
0.2,1,line,0.1,data/Exp4/line/line/S0.2m0.1oe10.png,,1,line,0,e,10,0.32440922,0.48244092,-0.35283118,0.5969026,-0.55,0.65,0.65,0.2,0.2,61
0.2,1,line,0.2,data/Exp4/line/line/S0.2m0.2oe5.png,,1,line,0,e,5,0.34156394,0.4683127,-0.06683079,0.4911397,0.26,-0.06,0.06,-0.33,0.33,62
0.05,1,line,0.4,data/Exp4/line/scatter/S0.05m0.4ob0.png,,1,scatter,0,b,0,0,0,0.4,0.3,0.44,-0.04,0.04,-0.04,0.04,63
0.2,-1,line,0.8,data/Exp4/line/scatter/S0.2m-0.8om0.png,,1,scatter,0,m,0,0,0,-0.8,0.1,-0.96,0.16,0.16,0.16,0.16,65
0.2,-1,line,0.4,data/Exp4/line/area/S0.2m-0.4ob0.png,,1,area,0,b,0,0,0,-0.4,0.3,-0.4,0,0,0,0,66
0.2,1,line,0.8,data/Exp4/line/line/S0.2m0.8om5.png,,1,line,0,m,5,1.0253518,0.9202817,0.69730777,0.20529595,0.78,0.02,0.02,-0.08,0.08,67
0.1,1,line,0.1,data/Exp4/line/area/S0.1m0.1om0.png,,1,area,0,m,0,0,0,0.1,0.45,0.15,-0.05,0.05,-0.05,0.05,68
0.15,-1,line,0.2,data/Exp4/line/area/S0.15m-0.2oe10.png,,1,area,0,e,10,0.3033549,0.539329,0.2690675,0.45770603,0.6,-0.8,0.8,-0.33,0.33,69
0.1,1,line,0.2,data/Exp4/line/line/S0.1m0.2om15.png,,1,line,0,m,15,0.9846365,0.5969272,-0.05596955,0.6520369,0.42,-0.22,0.22,-0.48,0.48,70
0.15,-1,line,0.2,data/Exp4/line/scatter/S0.15m-0.2oe10.png,,1,scatter,0,e,10,0.3033549,0.539329,0.2690675,0.45770603,-0.29,0.09,0.09,0.56,0.56,72
0.1,1,line,0.2,data/Exp4/line/scatter/S0.1m0.2om0.png,,1,scatter,0,m,0,0,0,0.2,0.4,0.36,-0.16,0.16,-0.16,0.16,71
0.1,1,line,0.8,data/Exp4/line/line/S0.1m0.8ob10.png,,1,line,0,b,10,0.69067264,0.6525383,0.16992632,0.53517485,0.66,0.14,0.14,-0.49,0.49,73
0.1,1,line,0.8,data/Exp4/line/area/S0.1m0.8ob5.png,,1,area,0,b,5,0.6839499,0.6471601,0.46546268,0.32880694,0.47,0.33,0.33,0,0,74
0.05,1,line,0.1,data/Exp4/line/line/S0.05m0.1oe10.png,,1,line,0,e,10,0.3162051,0.4816205,-0.39007473,0.60496414,-0.45,0.55,0.55,0.06,0.06,76
0.15,1,line,0.8,data/Exp4/line/area/S0.15m0.8oe15.png,,1,area,0,e,15,0.3070974,0.34567797,-0.11729147,0.3816979,0.28,0.52,0.52,-0.4,0.4,75
0.1,-1,line,0.4,data/Exp4/line/line/S0.1m-0.4om10.png,,1,line,0,m,10,0.9813713,0.3074515,-0.21637513,0.51979584,-0.73,0.33,0.33,0.51,0.51,77
0.05,-1,line,0.1,data/Exp4/line/scatter/S0.05m-0.1om0.png,,1,scatter,0,m,0,0,0,-0.1,0.45,-0.19,0.09,0.09,0.09,0.09,78
0.2,-1,line,0.8,data/Exp4/line/area/S0.2m-0.8oe0.png,,1,area,0,e,0,0,0,-0.8,0.1,-0.95,0.15,0.15,0.15,0.15,79
0.1,1,line,0.8,data/Exp4/line/area/S0.1m0.8om15.png,,1,area,0,m,15,0.98270535,0.88616455,0.47067738,0.42362738,0.79,0.01,0.01,-0.32,0.32,80
0.15,1,line,0.8,data/Exp4/line/line/S0.15m0.8ob5.png,,1,line,0,b,5,0.68767613,0.65014106,0.44676852,0.34290904,0.64,0.16,0.16,-0.19,0.19,81
0.05,1,line,0.4,data/Exp4/line/scatter/S0.05m0.4ob15.png,,1,scatter,0,b,15,0.69900423,0.57960176,-0.35493624,0.8277037,0.48,-0.08,0.08,-0.83,0.83,82
0.2,1,line,0.2,data/Exp4/line/area/S0.2m0.2om0.png,,1,area,0,m,0,0,0,0.2,0.4,0.33,-0.13,0.13,-0.13,0.13,84
0.1,-1,line,0.4,data/Exp4/line/area/S0.1m-0.4om10.png,,1,area,0,m,10,0.9813713,0.3074515,-0.21637513,0.51979584,-0.53,0.13,0.13,0.31,0.31,83
0.15,-1,line,0.4,data/Exp4/line/scatter/S0.15m-0.4oe0.png,,1,scatter,0,e,0,0,0,-0.4,0.3,-0.69,0.29,0.29,0.29,0.29,86
0.2,1,line,0.1,data/Exp4/line/line/S0.2m0.1oe5.png,,1,line,0,e,5,0.34142554,0.48414254,-0.16120452,0.5391819,-0.39,0.49,0.49,0.23,0.23,85
0.15,-1,line,0.4,data/Exp4/line/area/S0.15m-0.4om0.png,,1,area,0,m,0,0,0,-0.4,0.3,-0.43,0.03,0.03,0.03,0.03,87
0.1,-1,line,0.8,data/Exp4/line/line/S0.1m-0.8oe0.png,,1,line,0,e,0,0,0,-0.8,0.1,-0.82,0.02,0.02,0.02,0.02,88
0.05,-1,line,0.1,data/Exp4/line/line/S0.05m-0.1ob5.png,,1,line,0,b,5,0.6713389,0.48286617,0.12543526,0.39865658,0.37,-0.47,0.47,-0.24,0.24,89
0.1,-1,line,0.4,data/Exp4/line/line/S0.1m-0.4om5.png,,1,line,0,m,5,0.9555338,0.31778648,-0.30234438,0.6066868,-0.58,0.18,0.18,0.28,0.28,90
0.15,-1,line,0.4,data/Exp4/line/area/S0.15m-0.4om10.png,,1,area,0,m,10,0.9768479,0.30926085,-0.21848686,0.5226893,-0.76,0.36,0.36,0.54,0.54,91
0.15,-1,line,0.1,data/Exp4/line/scatter/S0.15m-0.1oe15.png,,1,scatter,0,e,15,0.2957076,0.5204293,0.5858378,0.34719262,0.3,-0.4,0.4,0.29,0.29,92
0.1,1,line,0.8,data/Exp4/line/scatter/S0.1m0.8om5.png,,1,scatter,0,m,5,1.0088905,0.90711266,0.70854723,0.1922661,0.73,0.07,0.07,-0.02,0.02,93
0.15,1,line,0.1,data/Exp4/line/area/S0.15m0.1ob0.png,,1,area,0,b,0,0,0,0.1,0.45,0.04,0.06,0.06,0.06,0.06,94
0.1,-1,line,0.1,data/Exp4/line/scatter/S0.1m-0.1om10.png,,1,scatter,0,m,10,0.985387,0.45146132,0.06984559,0.3826364,-0.17,0.07,0.07,0.24,0.24,95
0.1,-1,line,0.1,data/Exp4/line/scatter/S0.1m-0.1om5.png,,1,scatter,0,m,5,0.9504121,0.45495883,-0.011953706,0.46631977,-0.17,0.07,0.07,0.16,0.16,96
0.2,-1,line,0.2,data/Exp4/line/scatter/S0.2m-0.2ob15.png,,1,scatter,0,b,15,0.6911889,0.4617622,0.48751697,0.12479591,-0.48,0.28,0.28,0.97,0.97,97
0.05,1,line,0.8,data/Exp4/line/line/S0.05m0.8ob15.png,,1,line,0,b,15,0.6993,0.65944016,-0.0713292,0.70932055,0.62,0.18,0.18,-0.69,0.69,98
0.05,-1,line,0.4,data/Exp4/line/line/S0.05m-0.4ob15.png,,2,line,0,b,15,0.6957097,0.42171615,0.3511112,0.17744462,0.44,-0.84,0.84,-0.09,0.09,0
0.05,-1,line,0.1,data/Exp4/line/area/S0.05m-0.1oe0.png,,1,area,0,e,0,0,0,-0.1,0.45,-0.21,0.11,0.11,0.11,0.11,99
0.1,1,line,0.8,data/Exp4/line/line/S0.1m0.8oe5.png,,2,line,0,e,5,0.3302395,0.36419165,0.4422863,0.21813123,-0.08,0.88,0.88,0.52,0.52,1
0.2,1,line,0.1,data/Exp4/line/scatter/S0.2m0.1oe10.png,,2,scatter,0,e,10,0.32440922,0.48244092,-0.35283118,0.5969026,-0.46,0.56,0.56,0.11,0.11,4
0.15,-1,line,0.4,data/Exp4/line/line/S0.15m-0.4om15.png,,2,line,0,m,15,0.9630999,0.31476003,-0.10706843,0.4178776,-0.51,0.11,0.11,0.4,0.4,3
0.1,1,line,0.1,data/Exp4/line/line/S0.1m0.1oe10.png,,2,line,0,e,10,0.31826642,0.48182663,-0.37319866,0.6006032,-0.77,0.87,0.87,0.4,0.4,5
0.2,-1,line,0.8,data/Exp4/line/area/S0.2m-0.8ob5.png,,2,area,0,b,5,0.6611582,0.37107313,-0.46528837,0.67870235,-1,0.2,0.2,0.53,0.53,7
0.05,-1,line,0.2,data/Exp4/line/area/S0.05m-0.2om0.png,,2,area,0,m,0,0,0,-0.2,0.4,-0.23,0.03,0.03,0.03,0.03,8
0.2,-1,line,0.4,data/Exp4/line/line/S0.2m-0.4oe15.png,,2,line,0,e,15,0.29480556,0.5820778,0.36839664,0.47347245,0.62,-1.02,1.02,-0.25,0.25,9
0.1,1,line,0.4,data/Exp4/line/scatter/S0.1m0.4oe0.png,,2,scatter,0,e,0,0,0,0.4,0.3,0.59,-0.19,0.19,-0.19,0.19,10
0.15,1,line,0.8,data/Exp4/line/area/S0.15m0.8ob10.png,,2,area,0,b,10,0.69278175,0.6542256,0.14614257,0.55298066,0.1,0.7,0.7,0.05,0.05,11
0.2,-1,line,0.8,data/Exp4/line/line/S0.2m-0.8oe0.png,,2,line,0,e,0,0,0,-0.8,0.1,-0.78,-0.02,0.02,-0.02,0.02,12
0.05,-1,line,0.8,data/Exp4/line/scatter/S0.05m-0.8om5.png,,2,scatter,0,m,5,0.9687683,0.12498498,-0.69379413,0.79711074,-0.79,-0.01,0.01,0.1,0.1,13
0.1,-1,line,0.4,data/Exp4/line/line/S0.1m-0.4ob5.png,,2,line,0,b,5,0.66903263,0.4323868,-0.10258074,0.5010166,0.28,-0.68,0.68,-0.38,0.38,14
0.15,-1,line,0.4,data/Exp4/line/line/S0.15m-0.4oe5.png,,2,line,0,e,5,0.31000382,0.5759985,-0.102679,0.6078294,0.26,-0.66,0.66,-0.36,0.36,15
0.05,1,line,0.4,data/Exp4/line/scatter/S0.05m0.4om0.png,,2,scatter,0,m,0,0,0,0.4,0.3,0.41,-0.01,0.01,-0.01,0.01,16
0.15,-1,line,0.1,data/Exp4/line/area/S0.15m-0.1ob0.png,,2,area,0,b,0,0,0,-0.1,0.45,-0.14,0.04,0.04,0.04,0.04,17
0.05,-1,line,0.1,data/Exp4/line/area/S0.05m-0.1oe5.png,,2,area,0,e,5,0.31746122,0.5182539,0.154929,0.46907,0.34,-0.44,0.44,-0.19,0.19,18
0.1,1,line,0.2,data/Exp4/line/line/S0.1m0.2om0.png,,2,line,0,m,0,0,0,0.2,0.4,0.39,-0.19,0.19,-0.19,0.19,19
0.2,1,line,0.2,data/Exp4/line/scatter/S0.2m0.2oe10.png,,2,scatter,0,e,10,0.324195,0.46483892,-0.29239136,0.55963075,-0.29,0.49,0.49,0,0,20
0.05,1,line,0.2,data/Exp4/line/line/S0.05m0.2om15.png,,2,line,0,m,15,0.98782194,0.59756434,-0.06641047,0.66316605,0.32,-0.12,0.12,-0.39,0.39,21
0.15,-1,line,0.2,data/Exp4/line/scatter/S0.15m-0.2ob5.png,,2,scatter,0,b,5,0.66189754,0.46762046,0.06637987,0.4236838,0.08,-0.28,0.28,-0.01,0.01,22
0.05,1,line,0.2,data/Exp4/line/scatter/S0.05m0.2oe15.png,,2,scatter,0,e,15,0.30406222,0.46081236,-0.4919391,0.61039245,-0.2,0.4,0.4,-0.29,0.29,24
0.15,-1,line,0.2,data/Exp4/line/area/S0.15m-0.2ob5.png,,2,area,0,b,5,0.66189754,0.46762046,0.06637987,0.4236838,0.15,-0.35,0.35,-0.08,0.08,23
0.05,1,line,0.2,data/Exp4/line/area/S0.05m0.2oe10.png,,2,area,0,e,10,0.31573457,0.4631471,-0.29296696,0.5556469,0.15,0.05,0.05,-0.44,0.44,26
0.15,1,line,0.2,data/Exp4/line/line/S0.15m0.2ob15.png,,2,line,0,b,15,0.70352906,0.54070574,-0.4781206,0.87707746,0.06,0.14,0.14,-0.54,0.54,27
0.05,-1,line,0.8,data/Exp4/line/area/S0.05m-0.8oe10.png,,2,area,0,e,10,0.31104448,0.6511642,-0.1765307,0.7060731,0.21,-1.01,1.01,-0.39,0.39,28
0.2,1,line,0.4,data/Exp4/line/area/S0.2m0.4om10.png,,2,area,0,m,10,1.0223895,0.70895594,0.22220367,0.48177725,0.4,0,0,-0.18,0.18,29
0.05,1,line,0.1,data/Exp4/line/line/S0.05m0.1om0.png,,2,line,0,m,0,0,0,0.1,0.45,0.1,0,0,0,0,31
0.05,1,line,0.4,data/Exp4/line/scatter/S0.05m0.4ob10.png,,2,scatter,0,b,10,0.6895844,0.57583386,-0.1492536,0.6787568,0.06,0.34,0.34,-0.21,0.21,30
0.2,1,line,0.1,data/Exp4/line/scatter/S0.2m0.1oe0.png,,2,scatter,0,e,0,0,0,0.1,0.45,0.04,0.06,0.06,0.06,0.06,32
0.1,-1,line,0.4,data/Exp4/line/area/S0.1m-0.4om15.png,,2,area,0,m,15,0.97248614,0.31100556,-0.12813587,0.4356159,-0.64,0.24,0.24,0.51,0.51,33
0.1,1,line,0.4,data/Exp4/line/area/S0.1m0.4om0.png,,2,area,0,m,0,0,0,0.4,0.3,0.35,0.05,0.05,0.05,0.05,34
0.15,-1,line,0.2,data/Exp4/line/line/S0.15m-0.2oe0.png,,2,line,0,e,0,0,0,-0.2,0.4,-0.51,0.31,0.31,0.31,0.31,35
0.05,1,line,0.1,data/Exp4/line/line/S0.05m0.1oe10.png,,2,line,0,e,10,0.3162051,0.4816205,-0.39007473,0.60496414,-0.27,0.37,0.37,-0.12,0.12,37
0.05,1,line,0.4,data/Exp4/line/area/S0.05m0.4ob0.png,,2,area,0,b,0,0,0,0.4,0.3,0.42,-0.02,0.02,-0.02,0.02,38
0.1,-1,line,0.2,data/Exp4/line/scatter/S0.1m-0.2ob10.png,,2,scatter,0,b,10,0.6814859,0.4637028,0.30676395,0.2546475,0.48,-0.68,0.68,-0.17,0.17,39
0.15,-1,line,0.8,data/Exp4/line/line/S0.15m-0.8om5.png,,2,line,0,m,5,0.9398495,0.14812005,-0.68719536,0.79398024,-0.88,0.08,0.08,0.19,0.19,41
0.15,-1,line,0.4,data/Exp4/line/area/S0.15m-0.4oe5.png,,2,area,0,e,5,0.31000382,0.5759985,-0.102679,0.6078294,0.17,-0.57,0.57,-0.27,0.27,40
0.05,-1,line,0.8,data/Exp4/line/line/S0.05m-0.8oe10.png,,2,line,0,e,10,0.31104448,0.6511642,-0.1765307,0.7060731,0.38,-1.18,1.18,-0.56,0.56,42
0.15,1,line,0.1,data/Exp4/line/line/S0.15m0.1ob0.png,,2,line,0,b,0,0,0,0.1,0.45,0.24,-0.14,0.14,-0.14,0.14,43
0.1,1,line,0.1,data/Exp4/line/line/S0.1m0.1om5.png,,2,line,0,m,5,1.0085756,0.55085754,0.011241775,0.53951937,0.16,-0.06,0.06,-0.15,0.15,44
0.2,1,line,0.4,data/Exp4/line/scatter/S0.2m0.4om10.png,,2,scatter,0,m,10,1.0223895,0.70895594,0.22220367,0.48177725,0.42,-0.02,0.02,-0.2,0.2,45
0.2,-1,line,0.1,data/Exp4/line/line/S0.2m-0.1oe0.png,,2,line,0,e,0,0,0,-0.1,0.45,-0.02,-0.08,0.08,-0.08,0.08,46
0.15,-1,line,0.8,data/Exp4/line/scatter/S0.15m-0.8ob15.png,,2,scatter,0,b,15,0.6926944,0.34584415,0.10035901,0.276326,0.31,-1.11,1.11,-0.21,0.21,47
0.05,-1,line,0.8,data/Exp4/line/scatter/S0.05m-0.8ob10.png,,2,scatter,0,b,10,0.6844834,0.35241294,-0.17014164,0.46887207,0.24,-1.04,1.04,-0.41,0.41,48
0.2,-1,line,0.2,data/Exp4/line/line/S0.2m-0.2oe0.png,,2,line,0,e,0,0,0,-0.2,0.4,-0.12,-0.08,0.08,-0.08,0.08,49
0.15,-1,line,0.4,data/Exp4/line/scatter/S0.15m-0.4oe15.png,,2,scatter,0,e,15,0.29701108,0.5811956,0.35218492,0.47659278,0.3,-0.7,0.7,0.05,0.05,50
0.15,1,line,0.1,data/Exp4/line/scatter/S0.15m0.1ob0.png,,2,scatter,0,b,0,0,0,0.1,0.45,0.29,-0.19,0.19,-0.19,0.19,51
0.2,-1,line,0.1,data/Exp4/line/line/S0.2m-0.1oe15.png,,2,line,0,e,15,0.29416034,0.52058405,0.64134204,0.33192664,0.53,-0.63,0.63,0.11,0.11,52
0.1,1,line,0.1,data/Exp4/line/scatter/S0.1m0.1ob15.png,,2,scatter,0,b,15,0.7018382,0.5201838,-0.55102485,0.9069141,-0.15,0.25,0.25,-0.4,0.4,53
0.15,-1,line,0.1,data/Exp4/line/line/S0.15m-0.1ob15.png,,2,line,0,b,15,0.6924438,0.48075566,0.57423335,0.08313134,0.53,-0.63,0.63,0.04,0.04,54
0.15,-1,line,0.8,data/Exp4/line/line/S0.15m-0.8om15.png,,2,line,0,m,15,0.97181714,0.1225459,-0.4967446,0.60529083,-0.44,-0.36,0.36,-0.06,0.06,55
0.15,-1,line,0.2,data/Exp4/line/area/S0.15m-0.2om15.png,,2,area,0,m,15,0.9588311,0.40823376,0.06776605,0.34325758,-0.24,0.04,0.04,0.31,0.31,56
0.2,-1,line,0.8,data/Exp4/line/area/S0.2m-0.8oe10.png,,2,area,0,e,10,0.30508178,0.65593433,-0.16883868,0.70744395,0.33,-1.13,1.13,-0.5,0.5,57
0.1,1,line,0.1,data/Exp4/line/area/S0.1m0.1oe15.png,,2,area,0,e,15,0.30601707,0.4806017,-0.5457717,0.64761716,-0.46,0.56,0.56,-0.09,0.09,58
0.05,-1,line,0.1,data/Exp4/line/area/S0.05m-0.1oe10.png,,2,area,0,e,10,0.30991614,0.5190084,0.3659649,0.40558997,0.65,-0.75,0.75,-0.28,0.28,60
0.1,1,line,0.4,data/Exp4/line/scatter/S0.1m0.4oe10.png,,2,scatter,0,e,10,0.3175688,0.42702755,-0.15961698,0.47771692,-0.43,0.83,0.83,0.27,0.27,61
0.15,-1,line,0.8,data/Exp4/line/scatter/S0.15m-0.8om0.png,,2,scatter,0,m,0,0,0,-0.8,0.1,-0.91,0.11,0.11,0.11,0.11,62
0.1,-1,line,0.2,data/Exp4/line/area/S0.1m-0.2om5.png,,2,area,0,m,5,0.9598485,0.40803027,-0.10135326,0.50531405,0.1,-0.3,0.3,-0.2,0.2,64
0.1,1,line,0.8,data/Exp4/line/scatter/S0.1m0.8oe15.png,,2,scatter,0,e,15,0.30563658,0.34450933,-0.058502357,0.3623898,-0.03,0.83,0.83,-0.03,0.03,63
0.2,1,line,0.4,data/Exp4/line/area/S0.2m0.4om0.png,,2,area,0,m,0,0,0,0.4,0.3,0.48,-0.08,0.08,-0.08,0.08,65
0.1,-1,line,0.2,data/Exp4/line/line/S0.1m-0.2om10.png,,2,line,0,m,10,0.98141533,0.40371692,-0.029327754,0.43249962,-0.39,0.19,0.19,0.36,0.36,66
0.15,1,line,0.4,data/Exp4/line/scatter/S0.15m0.4ob5.png,,2,scatter,0,b,5,0.6895634,0.57582545,0.107830666,0.5014694,0.12,0.28,0.28,-0.01,0.01,67
0.1,1,line,0.2,data/Exp4/line/scatter/S0.1m0.2om0.png,,2,scatter,0,m,0,0,0,0.2,0.4,0.27,-0.07,0.07,-0.07,0.07,68
0.1,-1,line,0.2,data/Exp4/line/area/S0.1m-0.2oe15.png,,2,area,0,e,15,0.29920036,0.5401599,0.510864,0.3873092,0.66,-0.86,0.86,-0.15,0.15,69
0.2,1,line,0.8,data/Exp4/line/scatter/S0.2m0.8om5.png,,2,scatter,0,m,5,1.0253518,0.9202817,0.69730777,0.20529595,0.81,-0.01,0.01,-0.11,0.11,70
0.2,-1,line,0.4,data/Exp4/line/line/S0.2m-0.4oe5.png,,2,line,0,e,5,0.30404338,0.5783827,-0.12713441,0.61703706,0.31,-0.71,0.71,-0.44,0.44,71
0.1,-1,line,0.8,data/Exp4/line/area/S0.1m-0.8ob15.png,,2,area,0,b,15,0.6945838,0.34433293,0.08410419,0.28591546,0.3,-1.1,1.1,-0.22,0.22,72
0.2,1,line,0.8,data/Exp4/line/scatter/S0.2m0.8om10.png,,2,scatter,0,m,10,1.0140972,0.91127807,0.5879658,0.31502357,0.62,0.18,0.18,-0.03,0.03,73
0.2,-1,line,0.1,data/Exp4/line/area/S0.2m-0.1om5.png,,2,area,0,m,5,0.92042595,0.45795745,-0.013429552,0.47031835,-0.17,0.07,0.07,0.16,0.16,74
0.05,1,line,0.4,data/Exp4/line/line/S0.05m0.4oe0.png,,2,line,0,e,0,0,0,0.4,0.3,0.46,-0.06,0.06,-0.06,0.06,75
0.2,-1,line,0.2,data/Exp4/line/area/S0.2m-0.2ob5.png,,2,area,0,b,5,0.6594201,0.46811596,0.09072261,0.40829164,-0.21,0.01,0.01,0.3,0.3,76
0.05,1,line,0.1,data/Exp4/line/scatter/S0.05m0.1ob15.png,,2,scatter,0,b,15,0.7003078,0.5200308,-0.5355313,0.8950675,-0.11,0.21,0.21,-0.43,0.43,77
0.2,-1,line,0.1,data/Exp4/line/area/S0.2m-0.1om15.png,,2,area,0,m,15,0.9462731,0.45537272,0.1790733,0.28592047,-0.2,0.1,0.1,0.38,0.38,79
0.15,1,line,0.2,data/Exp4/line/scatter/S0.15m0.2om10.png,,2,scatter,0,m,10,1.0222255,0.60444504,0.03232805,0.5713985,0.21,-0.01,0.01,-0.18,0.18,78
0.2,1,line,0.2,data/Exp4/line/area/S0.2m0.2oe15.png,,2,area,0,e,15,0.31053343,0.46210662,-0.47092858,0.6083457,-0.28,0.48,0.48,-0.19,0.19,80
0.1,-1,line,0.1,data/Exp4/line/area/S0.1m-0.1ob5.png,,2,area,0,b,5,0.6673661,0.48326343,0.16599719,0.37248254,0.33,-0.43,0.43,-0.16,0.16,83
0.05,-1,line,0.1,data/Exp4/line/scatter/S0.05m-0.1ob0.png,,2,scatter,0,b,0,0,0,-0.1,0.45,-0.13,0.03,0.03,0.03,0.03,82
0.1,-1,line,0.8,data/Exp4/line/line/S0.1m-0.8om10.png,,2,line,0,m,10,0.9762303,0.119015336,-0.5999397,0.7046947,-0.69,-0.11,0.11,0.09,0.09,81
0.05,1,line,0.2,data/Exp4/line/line/S0.05m0.2om0.png,,2,line,0,m,0,0,0,0.2,0.4,0.21,-0.01,0.01,-0.01,0.01,84
0.15,1,line,0.4,data/Exp4/line/area/S0.15m0.4ob15.png,,2,area,0,b,15,0.7030649,0.5812261,-0.33999512,0.8202647,-0.33,0.73,0.73,-0.01,0.01,86
0.2,1,line,0.4,data/Exp4/line/scatter/S0.2m0.4ob5.png,,2,scatter,0,b,5,0.6963538,0.57854164,0.12808433,0.4893496,0.21,0.19,0.19,-0.08,0.08,85
0.15,-1,line,0.1,data/Exp4/line/area/S0.15m-0.1om10.png,,2,area,0,m,10,0.9801645,0.45198357,0.07818005,0.37535426,-0.3,0.2,0.2,0.38,0.38,88
0.05,-1,line,0.8,data/Exp4/line/area/S0.05m-0.8ob0.png,,2,area,0,b,0,0,0,-0.8,0.1,-0.74,-0.06,0.06,-0.06,0.06,89
0.2,-1,line,0.8,data/Exp4/line/line/S0.2m-0.8oe15.png,,2,line,0,e,15,0.29514283,0.66388553,0.027635874,0.655729,0.33,-1.13,1.13,-0.3,0.3,90
0.05,1,line,0.8,data/Exp4/line/line/S0.05m0.8om0.png,,2,line,0,m,0,0,0,0.8,0.1,0.82,-0.02,0.02,-0.02,0.02,92
0.1,1,line,0.4,data/Exp4/line/line/S0.1m0.4ob10.png,,2,line,0,b,10,0.69099826,0.57639945,-0.15993786,0.6869162,-0.64,1.04,1.04,0.48,0.48,91
0.1,1,line,0.8,data/Exp4/line/area/S0.1m0.8ob5.png,,2,area,0,b,5,0.6839499,0.6471601,0.46546268,0.32880694,0.15,0.65,0.65,0.32,0.32,93
0.2,-1,line,0.2,data/Exp4/line/line/S0.2m-0.2oe15.png,,2,line,0,e,15,0.29439905,0.54112,0.45201838,0.40804625,0.84,-1.04,1.04,-0.39,0.39,94
0.2,1,line,0.2,data/Exp4/line/scatter/S0.2m0.2om5.png,,2,scatter,0,m,5,1.0449885,0.6089978,0.11916633,0.4844704,0.18,0.02,0.02,-0.06,0.06,95
0.05,1,line,0.4,data/Exp4/line/area/S0.05m0.4ob10.png,,2,area,0,b,10,0.6895844,0.57583386,-0.1492536,0.6787568,-0.41,0.81,0.81,0.26,0.26,96
0.05,1,line,0.2,data/Exp4/line/scatter/S0.05m0.2om0.png,,2,scatter,0,m,0,0,0,0.2,0.4,0.24,-0.04,0.04,-0.04,0.04,97
0.15,1,line,0.1,data/Exp4/line/scatter/S0.15m0.1ob10.png,,2,scatter,0,b,10,0.6953572,0.5195357,-0.35593656,0.76703876,-0.26,0.36,0.36,-0.1,0.1,98
0.15,1,line,0.8,data/Exp4/line/area/S0.15m0.8ob5.png,,2,area,0,b,5,0.68767613,0.65014106,0.44676852,0.34290904,0.07,0.73,0.73,0.38,0.38,99
0.2,-1,line,0.4,data/Exp4/line/line/S0.2m-0.4ob5.png,,3,line,0,b,5,0.6617162,0.43531352,-0.09769626,0.49996072,-0.46,0.06,0.06,0.36,0.36,0
0.1,-1,line,0.4,data/Exp4/line/area/S0.1m-0.4om15.png,,3,area,0,m,15,0.97248614,0.31100556,-0.12813587,0.4356159,-0.4,0,0,0.27,0.27,2
0.15,1,line,0.4,data/Exp4/line/scatter/S0.15m0.4ob10.png,,3,scatter,0,b,10,0.6943913,0.5777565,-0.1260658,0.66529554,0.51,-0.11,0.11,-0.64,0.64,1
0.15,-1,line,0.2,data/Exp4/line/line/S0.15m-0.2ob10.png,,3,line,0,b,10,0.6783506,0.46432984,0.26018944,0.28783017,-0.18,-0.02,0.02,0.44,0.44,3
0.1,-1,line,0.2,data/Exp4/line/line/S0.1m-0.2oe10.png,,3,line,0,e,10,0.30856994,0.538286,0.29304567,0.4478609,-0.15,-0.05,0.05,0.44,0.44,4
0.2,-1,line,0.1,data/Exp4/line/line/S0.2m-0.1ob15.png,,3,line,0,b,15,0.69011635,0.4809884,0.5843672,0.07770705,-0.03,-0.07,0.07,0.61,0.61,5
0.1,1,line,0.1,data/Exp4/line/scatter/S0.1m0.1om5.png,,3,scatter,0,m,5,1.0085756,0.55085754,0.011241775,0.53951937,0.04,0.06,0.06,-0.03,0.03,6
