sigma,sign,type,m,src,isValidation,id,graphtype,offset,outlierLoc,outlierNum,ix,iy,actualm,actualb,answer,error,unsignedError,errorActual,unsignedErrorActual,index
0.05,-1,line,0.4,data/Exp4/line/line/S0.05m-0.4ob10.png,,9,line,0,b,10,0.6846724,0.42613107,0.13586377,0.33310887,-0.43,0.03,0.03,0.57,0.57,55
0.15,1,line,0.8,data/Exp4/line/line/S0.15m0.8ob0.png,,9,line,0,b,0,0,0,0.8,0.1,0.44,0.36,0.36,0.36,0.36,56
0.1,-1,line,0.4,data/Exp4/line/line/S0.1m-0.4om0.png,,9,line,0,m,0,0,0,-0.4,0.3,-0.14,-0.26,0.26,-0.26,0.26,58
0.1,-1,line,0.1,data/Exp4/line/area/S0.1m-0.1ob0.png,,9,area,0,b,0,0,0,-0.1,0.45,0.07,-0.17,0.17,-0.17,0.17,59
0.1,-1,line,0.8,data/Exp4/line/scatter/S0.1m-0.8oe0.png,,9,scatter,0,e,0,0,0,-0.8,0.1,-0.61,-0.19,0.19,-0.19,0.19,61
0.2,1,line,0.2,data/Exp4/line/line/S0.2m0.2om15.png,,9,line,0,m,15,0.9942967,0.5988593,-0.0673186,0.66579396,0.23,-0.03,0.03,-0.3,0.3,60
0.2,1,line,0.8,data/Exp4/line/line/S0.2m0.8ob15.png,,9,line,0,b,15,0.7017678,0.66141444,-0.09998893,0.7315834,0.29,0.51,0.51,-0.39,0.39,62
0.15,-1,line,0.4,data/Exp4/line/area/S0.15m-0.4oe10.png,,9,area,0,e,10,0.30567715,0.57772917,0.13770095,0.53563714,0.39,-0.79,0.79,-0.25,0.25,63
0.2,-1,line,0.8,data/Exp4/line/scatter/S0.2m-0.8om5.png,,9,scatter,0,m,5,0.9335716,0.15314233,-0.69181114,0.7989976,-0.74,-0.06,0.06,0.05,0.05,64
0.2,-1,line,0.1,data/Exp4/line/scatter/S0.2m-0.1om10.png,,9,scatter,0,m,10,0.96303505,0.45369652,0.083534546,0.37324983,0.18,-0.28,0.28,-0.1,0.1,65
0.2,-1,line,0.2,data/Exp4/line/line/S0.2m-0.2ob5.png,,9,line,0,b,5,0.6594201,0.46811596,0.09072261,0.40829164,0.11,-0.31,0.31,-0.02,0.02,66
0.2,-1,line,0.8,data/Exp4/line/line/S0.2m-0.8om5.png,,9,line,0,m,5,0.9335716,0.15314233,-0.69181114,0.7989976,-0.67,-0.13,0.13,-0.02,0.02,67
0.05,-1,line,0.8,data/Exp4/line/line/S0.05m-0.8ob10.png,,9,line,0,b,10,0.6844834,0.35241294,-0.17014164,0.46887207,-0.85,0.05,0.05,0.68,0.68,68
0.2,1,line,0.1,data/Exp4/line/line/S0.2m0.1om5.png,,9,line,0,m,5,1.0391302,0.553913,0.00048735674,0.5534066,0.2,-0.1,0.1,-0.2,0.2,69
0.2,1,line,0.4,data/Exp4/line/area/S0.2m0.4oe10.png,,9,area,0,e,10,0.32390633,0.42956257,-0.10679285,0.46415347,0.29,0.11,0.11,-0.4,0.4,70
0.05,-1,line,0.1,data/Exp4/line/line/S0.05m-0.1om10.png,,9,line,0,m,10,0.98541826,0.45145822,0.0734257,0.37910318,0.14,-0.24,0.24,-0.07,0.07,73
0.1,-1,line,0.2,data/Exp4/line/line/S0.1m-0.2ob10.png,,9,line,0,b,10,0.6814859,0.4637028,0.30676395,0.2546475,-0.34,0.14,0.14,0.65,0.65,71
0.15,-1,line,0.2,data/Exp4/line/scatter/S0.15m-0.2ob15.png,,9,scatter,0,b,15,0.691586,0.4616828,0.4744649,0.1335495,-0.31,0.11,0.11,0.78,0.78,72
0.2,1,line,0.4,data/Exp4/line/line/S0.2m0.4om5.png,,9,line,0,m,5,1.033569,0.7134277,0.30596673,0.39719,-0.27,0.67,0.67,0.58,0.58,75
0.1,-1,line,0.2,data/Exp4/line/line/S0.1m-0.2oe5.png,,9,line,0,e,5,0.31319943,0.5373601,0.055115413,0.520098,0.23,-0.43,0.43,-0.17,0.17,76
0.15,1,line,0.1,data/Exp4/line/area/S0.15m0.1om15.png,,9,area,0,m,15,0.9936281,0.5493628,-0.18227541,0.7304768,0.29,-0.19,0.19,-0.47,0.47,77
0.15,1,line,0.4,data/Exp4/line/line/S0.15m0.4ob15.png,,9,line,0,b,15,0.7030649,0.5812261,-0.33999512,0.8202647,-0.31,0.71,0.71,-0.03,0.03,74
0.2,1,line,0.8,data/Exp4/line/area/S0.2m0.8om15.png,,9,area,0,m,15,0.99951524,0.8996125,0.500529,0.39932612,0.57,0.23,0.23,-0.07,0.07,78
0.1,1,line,0.1,data/Exp4/line/scatter/S0.1m0.1ob10.png,,9,scatter,0,b,10,0.6923502,0.519235,-0.3422114,0.75616515,0.28,-0.18,0.18,-0.62,0.62,80
0.15,1,line,0.4,data/Exp4/line/area/S0.15m0.4ob0.png,,9,area,0,b,0,0,0,0.4,0.3,0.42,-0.02,0.02,-0.02,0.02,81
0.2,1,line,0.2,data/Exp4/line/area/S0.2m0.2ob5.png,,9,area,0,b,5,0.6992419,0.5398483,-0.038209476,0.566566,0.21,-0.01,0.01,-0.25,0.25,82
0.1,1,line,0.8,data/Exp4/line/area/S0.1m0.8om15.png,,9,area,0,m,15,0.98270535,0.88616455,0.47067738,0.42362738,0.46,0.34,0.34,0.01,0.01,83
0.05,1,line,0.2,data/Exp4/line/area/S0.05m0.2om0.png,,9,area,0,m,0,0,0,0.2,0.4,0.07,0.13,0.13,0.13,0.13,84
0.15,1,line,0.2,data/Exp4/line/scatter/S0.15m0.2ob0.png,,9,scatter,0,b,0,0,0,0.2,0.4,-0.07,0.27,0.27,0.27,0.27,85
0.05,-1,line,0.4,data/Exp4/line/scatter/S0.05m-0.4oe0.png,,9,scatter,0,e,0,0,0,-0.4,0.3,-0.42,0.02,0.02,0.02,0.02,86
0.05,1,line,0.2,data/Exp4/line/line/S0.05m0.2oe15.png,,9,line,0,e,15,0.30406222,0.46081236,-0.4919391,0.61039245,-0.64,0.84,0.84,0.15,0.15,87
0.15,-1,line,0.2,data/Exp4/line/line/S0.15m-0.2om10.png,,9,line,0,m,10,0.97440726,0.40511853,-0.023613859,0.42812803,0,-0.2,0.2,-0.02,0.02,88
0.1,1,line,0.8,data/Exp4/line/area/S0.1m0.8om5.png,,9,area,0,m,5,1.0088905,0.90711266,0.70854723,0.1922661,0.58,0.22,0.22,0.13,0.13,89
0.05,-1,line,0.8,data/Exp4/line/area/S0.05m-0.8oe10.png,,9,area,0,e,10,0.31104448,0.6511642,-0.1765307,0.7060731,-0.68,-0.12,0.12,0.5,0.5,90
0.2,-1,line,0.2,data/Exp4/line/scatter/S0.2m-0.2oe10.png,,9,scatter,0,e,10,0.30110928,0.5397782,0.2756083,0.45678994,0.13,-0.33,0.33,0.15,0.15,91
0.2,1,line,0.4,data/Exp4/line/scatter/S0.2m0.4oe10.png,,9,scatter,0,e,10,0.32390633,0.42956257,-0.10679285,0.46415347,0.34,0.06,0.06,-0.45,0.45,92
0.15,1,line,0.4,data/Exp4/line/line/S0.15m0.4om5.png,,9,line,0,m,5,1.0258924,0.71035695,0.30951223,0.39283073,0.46,-0.06,0.06,-0.15,0.15,93
0.2,1,line,0.1,data/Exp4/line/line/S0.2m0.1om10.png,,9,line,0,m,10,1.0416816,0.55416816,-0.046719372,0.6028349,-0.19,0.29,0.29,0.14,0.14,95
0.05,1,line,0.1,data/Exp4/line/area/S0.05m0.1ob0.png,,9,area,0,b,0,0,0,0.1,0.45,0.09,0.01,0.01,0.01,0.01,94
0.1,-1,line,0.4,data/Exp4/line/scatter/S0.1m-0.4om15.png,,9,scatter,0,m,15,0.97248614,0.31100556,-0.12813587,0.4356159,-0.48,0.08,0.08,0.35,0.35,97
0.15,1,line,0.1,data/Exp4/line/area/S0.15m0.1oe0.png,,9,area,0,e,0,0,0,0.1,0.45,-0.39,0.49,0.49,0.49,0.49,98
0.1,-1,line,0.1,data/Exp4/line/line/S0.1m-0.1om0.png,,9,line,0,m,0,0,0,-0.1,0.45,-0.15,0.05,0.05,0.05,0.05,99
0.15,1,line,0.8,data/Exp4/line/scatter/S0.15m0.8ob0.png,,10,scatter,0,b,0,0,0,0.8,0.1,0.95,-0.15,0.15,-0.15,0.15,0
0.2,1,line,0.4,data/Exp4/line/line/S0.2m0.4oe5.png,,10,line,0,e,5,0.3422054,0.4368822,0.12752087,0.39324388,0.26,0.14,0.14,-0.13,0.13,1
0.05,1,line,0.2,data/Exp4/line/line/S0.05m0.2oe15.png,,10,line,0,e,15,0.30406222,0.46081236,-0.4919391,0.61039245,0.14,0.06,0.06,-0.63,0.63,2
0.15,-1,line,0.2,data/Exp4/line/area/S0.15m-0.2ob10.png,,10,area,0,b,10,0.6783506,0.46432984,0.26018944,0.28783017,-0.37,0.17,0.17,0.63,0.63,3
0.1,-1,line,0.4,data/Exp4/line/area/S0.1m-0.4ob5.png,,9,area,0,b,5,0.66903263,0.4323868,-0.10258074,0.5010166,-0.38,-0.02,0.02,0.28,0.28,96
0.2,-1,line,0.4,data/Exp4/line/area/S0.2m-0.4oe15.png,,10,area,0,e,15,0.29480556,0.5820778,0.36839664,0.47347245,-0.16,-0.24,0.24,0.53,0.53,4
0.1,-1,line,0.4,data/Exp4/line/area/S0.1m-0.4oe10.png,,10,area,0,e,10,0.30810934,0.5767563,0.18352629,0.52021015,-0.38,-0.02,0.02,0.56,0.56,5
0.15,-1,line,0.2,data/Exp4/line/area/S0.15m-0.2om5.png,,10,area,0,m,5,0.9229047,0.41541904,-0.11055253,0.5174485,-0.15,-0.05,0.05,0.04,0.04,6
0.1,-1,line,0.4,data/Exp4/line/area/S0.1m-0.4oe5.png,,10,area,0,e,5,0.31392592,0.57442963,-0.10612747,0.60774577,-0.41,0.01,0.01,0.3,0.3,7
0.2,1,line,0.1,data/Exp4/line/line/S0.2m0.1oe10.png,,10,line,0,e,10,0.32440922,0.48244092,-0.35283118,0.5969026,0.07,0.03,0.03,-0.42,0.42,10
0.1,-1,line,0.1,data/Exp4/line/scatter/S0.1m-0.1ob0.png,,10,scatter,0,b,0,0,0,-0.1,0.45,0.09,-0.19,0.19,-0.19,0.19,8
0.2,-1,line,0.8,data/Exp4/line/scatter/S0.2m-0.8oe15.png,,10,scatter,0,e,15,0.29514283,0.66388553,0.027635874,0.655729,-1,0.2,0.2,1.03,1.03,9
0.2,1,line,0.2,data/Exp4/line/area/S0.2m0.2om10.png,,10,area,0,m,10,1.0248367,0.6049673,0.041694477,0.56223726,0.07,0.13,0.13,-0.03,0.03,12
0.15,-1,line,0.4,data/Exp4/line/area/S0.15m-0.4ob10.png,,10,area,0,b,10,0.6784794,0.42860827,0.12620744,0.34297916,-0.48,0.08,0.08,0.61,0.61,13
0.05,-1,line,0.4,data/Exp4/line/scatter/S0.05m-0.4oe15.png,,10,scatter,0,e,15,0.30086824,0.5796527,0.32989886,0.48039663,-0.4,0,0,0.73,0.73,14
0.15,1,line,0.4,data/Exp4/line/area/S0.15m0.4om0.png,,10,area,0,m,0,0,0,0.4,0.3,0.54,-0.14,0.14,-0.14,0.14,15
0.05,1,line,0.8,data/Exp4/line/line/S0.05m0.8ob5.png,,10,line,0,b,5,0.6807888,0.6446312,0.44622272,0.3408478,0.84,-0.04,0.04,-0.39,0.39,16
0.2,1,line,0.2,data/Exp4/line/scatter/S0.2m0.2om15.png,,10,scatter,0,m,15,0.9942967,0.5988593,-0.0673186,0.66579396,0.23,-0.03,0.03,-0.3,0.3,17
0.1,-1,line,0.2,data/Exp4/line/scatter/S0.1m-0.2om15.png,,10,scatter,0,m,15,0.963129,0.40737405,0.06514434,0.34463164,-0.23,0.03,0.03,0.3,0.3,18
0.15,-1,line,0.4,data/Exp4/line/line/S0.15m-0.4ob5.png,,10,line,0,b,5,0.66622406,0.4335104,-0.059673883,0.47326657,-0.4,0,0,0.34,0.34,19
0.05,1,line,0.4,data/Exp4/line/scatter/S0.05m0.4om0.png,,10,scatter,0,m,0,0,0,0.4,0.3,0.39,0.01,0.01,0.01,0.01,20
0.05,1,line,0.4,data/Exp4/line/area/S0.05m0.4ob5.png,,10,area,0,b,5,0.68203676,0.5728148,0.11492475,0.49443188,0.48,-0.08,0.08,-0.37,0.37,21
0.15,-1,line,0.1,data/Exp4/line/scatter/S0.15m-0.1ob5.png,,10,scatter,0,b,5,0.66140586,0.48385945,0.1485721,0.385593,-0.13,0.03,0.03,0.28,0.28,22
0.05,-1,line,0.8,data/Exp4/line/area/S0.05m-0.8om0.png,,10,area,0,m,0,0,0,-0.8,0.1,-0.85,0.05,0.05,0.05,0.05,23
0.05,-1,line,0.1,data/Exp4/line/line/S0.05m-0.1om0.png,,10,line,0,m,0,0,0,-0.1,0.45,-0.11,0.01,0.01,0.01,0.01,24
0.2,-1,line,0.8,data/Exp4/line/scatter/S0.2m-0.8oe0.png,,10,scatter,0,e,0,0,0,-0.8,0.1,-0.85,0.05,0.05,0.05,0.05,25
0.05,-1,line,0.1,data/Exp4/line/scatter/S0.05m-0.1om15.png,,10,scatter,0,m,15,0.9780408,0.45219594,0.16486806,0.29094827,-0.09,-0.01,0.01,0.25,0.25,26
0.05,1,line,0.2,data/Exp4/line/scatter/S0.05m0.2ob0.png,,10,scatter,0,b,0,0,0,0.2,0.4,0.2,0,0,0,0,27
0.05,-1,line,0.1,data/Exp4/line/line/S0.05m-0.1oe10.png,,10,line,0,e,10,0.30991614,0.5190084,0.3659649,0.40558997,-0.07,-0.03,0.03,0.44,0.44,28
0.2,1,line,0.2,data/Exp4/line/area/S0.2m0.2ob5.png,,10,area,0,b,5,0.6992419,0.5398483,-0.038209476,0.566566,0.25,-0.05,0.05,-0.29,0.29,29
0.1,-1,line,0.1,data/Exp4/line/area/S0.1m-0.1ob5.png,,10,area,0,b,5,0.6673661,0.48326343,0.16599719,0.37248254,-0.07,-0.03,0.03,0.24,0.24,30
0.05,1,line,0.4,data/Exp4/line/line/S0.05m0.4om15.png,,10,line,0,m,15,0.98645157,0.6945808,0.122846365,0.57339877,0.23,0.17,0.17,-0.11,0.11,32
0.1,1,line,0.1,data/Exp4/line/line/S0.1m0.1oe10.png,,10,line,0,e,10,0.31826642,0.48182663,-0.37319866,0.6006032,-0.11,0.21,0.21,-0.26,0.26,35
0.15,1,line,0.2,data/Exp4/line/line/S0.15m0.2ob5.png,,10,line,0,b,5,0.6920221,0.53840435,-0.080199935,0.5939045,0.31,-0.11,0.11,-0.39,0.39,33
0.1,1,line,0.2,data/Exp4/line/area/S0.1m0.2ob10.png,,10,area,0,b,10,0.6909269,0.53818536,-0.2849128,0.73503923,0.15,0.05,0.05,-0.43,0.43,34
0.15,1,line,0.1,data/Exp4/line/area/S0.15m0.1ob15.png,,10,area,0,b,15,0.7044242,0.5204424,-0.55706996,0.912856,0.15,-0.05,0.05,-0.71,0.71,36
0.2,1,line,0.2,data/Exp4/line/line/S0.2m0.2oe10.png,,10,line,0,e,10,0.324195,0.46483892,-0.29239136,0.55963075,0.34,-0.14,0.14,-0.63,0.63,37
0.05,1,line,0.2,data/Exp4/line/scatter/S0.05m0.2oe10.png,,10,scatter,0,e,10,0.31573457,0.4631471,-0.29296696,0.5556469,0.18,0.02,0.02,-0.47,0.47,38
0.05,-1,line,0.1,data/Exp4/line/area/S0.05m-0.1om15.png,,10,area,0,m,15,0.9780408,0.45219594,0.16486806,0.29094827,0.08,-0.18,0.18,0.08,0.08,40
0.05,-1,line,0.2,data/Exp4/line/line/S0.05m-0.2om0.png,,10,line,0,m,0,0,0,-0.2,0.4,-0.22,0.02,0.02,0.02,0.02,39
0.2,1,line,0.4,data/Exp4/line/line/S0.2m0.4oe10.png,,10,line,0,e,10,0.32390633,0.42956257,-0.10679285,0.46415347,-0.02,0.42,0.42,-0.09,0.09,41
0.15,1,line,0.1,data/Exp4/line/line/S0.15m0.1oe5.png,,10,line,0,e,5,0.3370962,0.4837096,-0.16558614,0.5395281,0.03,0.07,0.07,-0.2,0.2,42
0.2,1,line,0.1,data/Exp4/line/scatter/S0.2m0.1ob5.png,,10,scatter,0,b,5,0.7012665,0.52012664,-0.11943623,0.60388327,-0.01,0.11,0.11,-0.11,0.11,43
0.05,-1,line,0.1,data/Exp4/line/scatter/S0.05m-0.1om5.png,,10,scatter,0,m,5,0.96485645,0.4535144,-0.0130239865,0.46608067,-0.1,0,0,0.09,0.09,44
0.1,-1,line,0.8,data/Exp4/line/scatter/S0.1m-0.8om15.png,,10,scatter,0,m,15,0.9691878,0.124649405,-0.50570494,0.61477244,-0.56,-0.24,0.24,0.05,0.05,45
0.05,-1,line,0.1,data/Exp4/line/area/S0.05m-0.1ob0.png,,10,area,0,b,0,0,0,-0.1,0.45,-0.09,-0.01,0.01,-0.01,0.01,47
0.1,-1,line,0.8,data/Exp4/line/line/S0.1m-0.8oe0.png,,10,line,0,e,0,0,0,-0.8,0.1,-0.86,0.06,0.06,0.06,0.06,48
0.15,-1,line,0.8,data/Exp4/line/line/S0.15m-0.8ob10.png,,10,line,0,b,10,0.6807561,0.35539514,-0.17248137,0.47281286,-0.77,-0.03,0.03,0.6,0.6,49
0.15,1,line,0.2,data/Exp4/line/line/S0.15m0.2oe10.png,,10,line,0,e,10,0.32228082,0.46445608,-0.3027064,0.56201255,0.14,0.06,0.06,-0.44,0.44,50
0.1,1,line,0.2,data/Exp4/line/area/S0.1m0.2om0.png,,10,area,0,m,0,0,0,0.2,0.4,0.3,-0.1,0.1,-0.1,0.1,51
0.1,-1,line,0.1,data/Exp4/line/line/S0.1m-0.1oe0.png,,10,line,0,e,0,0,0,-0.1,0.45,-0.16,0.06,0.06,0.06,0.06,52
0.1,1,line,0.1,data/Exp4/line/scatter/S0.1m0.1om15.png,,10,scatter,0,m,15,0.99028456,0.54902846,-0.16206428,0.7095182,0.13,-0.03,0.03,-0.29,0.29,53
0.05,1,line,0.8,data/Exp4/line/line/S0.05m0.8om15.png,,10,line,0,m,15,0.9800159,0.88401294,0.49756458,0.39639178,0.56,0.24,0.24,-0.06,0.06,54
0.05,-1,line,0.4,data/Exp4/line/line/S0.05m-0.4ob5.png,,10,line,0,b,5,0.67287403,0.43085042,-0.12846677,0.5172924,-0.38,-0.02,0.02,0.25,0.25,55
0.15,1,line,0.1,data/Exp4/line/line/S0.15m0.1om10.png,,10,line,0,m,10,1.02108,0.552108,-0.060577203,0.6139622,0.05,0.05,0.05,-0.11,0.11,56
0.2,1,line,0.1,data/Exp4/line/line/S0.2m0.1oe5.png,,10,line,0,e,5,0.34142554,0.48414254,-0.16120452,0.5391819,-0.09,0.19,0.19,-0.07,0.07,57
0.05,-1,line,0.2,data/Exp4/line/area/S0.05m-0.2om0.png,,10,area,0,m,0,0,0,-0.2,0.4,-0.17,-0.03,0.03,-0.03,0.03,58
0.1,1,line,0.2,data/Exp4/line/line/S0.1m0.2ob0.png,,10,line,0,b,0,0,0,0.2,0.4,0.27,-0.07,0.07,-0.07,0.07,59
0.2,-1,line,0.1,data/Exp4/line/area/S0.2m-0.1oe0.png,,10,area,0,e,0,0,0,-0.1,0.45,-0.04,-0.06,0.06,-0.06,0.06,60
0.2,1,line,0.4,data/Exp4/line/scatter/S0.2m0.4ob15.png,,10,scatter,0,b,15,0.70476836,0.58190745,-0.34159234,0.8226509,0.74,-0.34,0.34,-1.08,1.08,61
0.15,1,line,0.2,data/Exp4/line/scatter/S0.15m0.2ob15.png,,10,scatter,0,b,15,0.70352906,0.54070574,-0.4781206,0.87707746,0.29,-0.09,0.09,-0.77,0.77,62
0.1,1,line,0.4,data/Exp4/line/line/S0.1m0.4om0.png,,10,line,0,m,0,0,0,0.4,0.3,0.52,-0.12,0.12,-0.12,0.12,63
0.1,1,line,0.8,data/Exp4/line/area/S0.1m0.8oe5.png,,10,area,0,e,5,0.3302395,0.36419165,0.4422863,0.21813123,0.68,0.12,0.12,-0.24,0.24,64
0.15,-1,line,0.1,data/Exp4/line/area/S0.15m-0.1om5.png,,10,area,0,m,5,0.9366951,0.45633054,-0.0113720745,0.4669827,-0.1,0,0,0.09,0.09,65
0.15,-1,line,0.1,data/Exp4/line/scatter/S0.15m-0.1oe15.png,,10,scatter,0,e,15,0.2957076,0.5204293,0.5858378,0.34719262,-0.09,-0.01,0.01,0.68,0.68,66
0.15,-1,line,0.2,data/Exp4/line/scatter/S0.15m-0.2oe5.png,,10,scatter,0,e,5,0.30830744,0.5383385,0.07393253,0.51554453,-0.2,0,0,0.27,0.27,67
0.2,-1,line,0.1,data/Exp4/line/scatter/S0.2m-0.1ob15.png,,10,scatter,0,b,15,0.69011635,0.4809884,0.5843672,0.07770705,0.09,-0.19,0.19,0.49,0.49,68
0.1,1,line,0.4,data/Exp4/line/scatter/S0.1m0.4ob0.png,,10,scatter,0,b,0,0,0,0.4,0.3,0.35,0.05,0.05,0.05,0.05,69
0.15,1,line,0.8,data/Exp4/line/scatter/S0.15m0.8om15.png,,10,scatter,0,m,15,0.99213475,0.89370805,0.48841488,0.4091347,0.81,-0.01,0.01,-0.32,0.32,70
0.1,-1,line,0.2,data/Exp4/line/scatter/S0.1m-0.2om5.png,,10,scatter,0,m,5,0.9598485,0.40803027,-0.10135326,0.50531405,-0.19,-0.01,0.01,0.09,0.09,71
0.15,1,line,0.4,data/Exp4/line/scatter/S0.15m0.4ob0.png,,10,scatter,0,b,0,0,0,0.4,0.3,0.47,-0.07,0.07,-0.07,0.07,72
0.2,1,line,0.8,data/Exp4/line/line/S0.2m0.8oe5.png,,10,line,0,e,5,0.33831674,0.37065345,0.46487206,0.21337946,0.54,0.26,0.26,-0.08,0.08,73
0.1,-1,line,0.8,data/Exp4/line/scatter/S0.1m-0.8oe5.png,,10,scatter,0,e,5,0.31487915,0.64809644,-0.4631428,0.7939305,-0.85,0.05,0.05,0.39,0.39,74
0.2,1,line,0.2,data/Exp4/line/scatter/S0.2m0.2ob0.png,,10,scatter,0,b,0,0,0,0.2,0.4,0.29,-0.09,0.09,-0.09,0.09,75
0.2,1,line,0.1,data/Exp4/line/area/S0.2m0.1om15.png,,10,area,0,m,15,0.9977542,0.5497754,-0.15919754,0.7086154,-0.1,0.2,0.2,-0.06,0.06,76
0.15,-1,line,0.8,data/Exp4/line/line/S0.15m-0.8om0.png,,10,line,0,m,0,0,0,-0.8,0.1,-0.76,-0.04,0.04,-0.04,0.04,77
0.15,-1,line,0.8,data/Exp4/line/area/S0.15m-0.8oe0.png,,10,area,0,e,0,0,0,-0.8,0.1,-0.67,-0.13,0.13,-0.13,0.13,78
0.15,-1,line,0.4,data/Exp4/line/line/S0.15m-0.4ob10.png,,10,line,0,b,10,0.6784794,0.42860827,0.12620744,0.34297916,-0.44,0.04,0.04,0.57,0.57,79
0.1,-1,line,0.1,data/Exp4/line/area/S0.1m-0.1ob15.png,,10,area,0,b,15,0.69551265,0.48044878,0.57789636,0.078514546,0.04,-0.14,0.14,0.54,0.54,80
0.2,-1,line,0.4,data/Exp4/line/area/S0.2m-0.4oe5.png,,10,area,0,e,5,0.30404338,0.5783827,-0.12713441,0.61703706,-0.29,-0.11,0.11,0.16,0.16,81
0.15,1,line,0.4,data/Exp4/line/scatter/S0.15m0.4oe15.png,,10,scatter,0,e,15,0.30596232,0.42238498,-0.35890234,0.53219557,0.2,0.2,0.2,-0.56,0.56,82
0.05,-1,line,0.8,data/Exp4/line/scatter/S0.05m-0.8om15.png,,10,scatter,0,m,15,0.9713979,0.12288165,-0.50075656,0.6093155,-0.6,-0.2,0.2,0.1,0.1,83
0.05,1,line,0.8,data/Exp4/line/area/S0.05m0.8om10.png,,10,area,0,m,10,1.0030439,0.90243536,0.6083572,0.29222643,0.75,0.05,0.05,-0.14,0.14,84
0.2,1,line,0.8,data/Exp4/line/area/S0.2m0.8om5.png,,10,area,0,m,5,1.0253518,0.9202817,0.69730777,0.20529595,0.7,0.1,0.1,0,0,85
0.15,-1,line,0.8,data/Exp4/line/area/S0.15m-0.8oe10.png,,10,area,0,e,10,0.30762503,0.6538999,-0.12591942,0.6926359,-0.73,-0.07,0.07,0.6,0.6,86
0.05,-1,line,0.2,data/Exp4/line/area/S0.05m-0.2oe15.png,,10,area,0,e,15,0.30101183,0.5397976,0.49136692,0.39189035,-0.14,-0.06,0.06,0.63,0.63,89
0.1,-1,line,0.2,data/Exp4/line/line/S0.1m-0.2ob10.png,,10,line,0,b,10,0.6814859,0.4637028,0.30676395,0.2546475,0.04,-0.24,0.24,0.27,0.27,88
0.05,-1,line,0.4,data/Exp4/line/area/S0.05m-0.4ob10.png,,10,area,0,b,10,0.6846724,0.42613107,0.13586377,0.33310887,-0.32,-0.08,0.08,0.46,0.46,90
0.2,1,line,0.8,data/Exp4/line/line/S0.2m0.8om10.png,,10,line,0,m,10,1.0140972,0.91127807,0.5879658,0.31502357,0.6,0.2,0.2,-0.01,0.01,91
0.1,1,line,0.4,data/Exp4/line/line/S0.1m0.4om10.png,,10,line,0,m,10,1.0096508,0.70386034,0.22357568,0.47812697,0.29,0.11,0.11,-0.07,0.07,92
0.05,-1,line,0.8,data/Exp4/line/scatter/S0.05m-0.8ob0.png,,10,scatter,0,b,0,0,0,-0.8,0.1,-0.78,-0.02,0.02,-0.02,0.02,93
0.2,1,line,0.4,data/Exp4/line/scatter/S0.2m0.4oe0.png,,10,scatter,0,e,0,0,0,0.4,0.3,0.54,-0.14,0.14,-0.14,0.14,94
0.2,1,line,0.8,data/Exp4/line/area/S0.2m0.8om15.png,,10,area,0,m,15,0.99951524,0.8996125,0.500529,0.39932612,0.7,0.1,0.1,-0.2,0.2,96
0.2,1,line,0.2,data/Exp4/line/line/S0.2m0.2oe5.png,,10,line,0,e,5,0.34156394,0.4683127,-0.06683079,0.4911397,0.29,-0.09,0.09,-0.36,0.36,98
0.1,-1,line,0.8,data/Exp4/line/area/S0.1m-0.8om10.png,,10,area,0,m,10,0.9762303,0.119015336,-0.5999397,0.7046947,-0.6,-0.2,0.2,0,0,95
0.1,-1,line,0.8,data/Exp4/line/line/S0.1m-0.8ob10.png,,10,line,0,b,10,0.68303967,0.35356796,-0.1334042,0.44468832,-0.54,-0.26,0.26,0.41,0.41,97
0.1,1,line,0.4,data/Exp4/line/scatter/S0.1m0.4ob10.png,,10,scatter,0,b,10,0.69099826,0.57639945,-0.15993786,0.6869162,0.34,0.06,0.06,-0.5,0.5,99
0.15,1,line,0.2,data/Exp4/line/scatter/S0.15m0.2oe5.png,,11,scatter,0,e,5,0.33926836,0.4678536,-0.040542778,0.48160848,0.34,-0.14,0.14,-0.38,0.38,0
0.05,1,line,0.2,data/Exp4/line/scatter/S0.05m0.2ob5.png,,11,scatter,0,b,5,0.68185556,0.5363712,-0.06138249,0.5782252,0.16,0.04,0.04,-0.22,0.22,1
0.05,-1,line,0.2,data/Exp4/line/area/S0.05m-0.2om0.png,,11,area,0,m,0,0,0,-0.2,0.4,-0.23,0.03,0.03,0.03,0.03,2
0.05,1,line,0.4,data/Exp4/line/area/S0.05m0.4ob15.png,,11,area,0,b,15,0.69900423,0.57960176,-0.35493624,0.8277037,0.47,-0.07,0.07,-0.82,0.82,3
0.2,1,line,0.1,data/Exp4/line/area/S0.2m0.1oe15.png,,11,area,0,e,15,0.30714458,0.48071426,-0.593951,0.6631431,-0.02,0.12,0.12,-0.57,0.57,4
0.15,1,line,0.1,data/Exp4/line/area/S0.15m0.1ob10.png,,11,area,0,b,10,0.6953572,0.5195357,-0.35593656,0.76703876,-0.03,0.13,0.13,-0.33,0.33,5
0.05,-1,line,0.2,data/Exp4/line/scatter/S0.05m-0.2om15.png,,11,scatter,0,m,15,0.9773085,0.40453827,0.0779528,0.32835433,-0.21,0.01,0.01,0.29,0.29,6
0.05,-1,line,0.2,data/Exp4/line/line/S0.05m-0.2oe5.png,,11,line,0,e,5,0.31784537,0.5364309,0.05650135,0.5184722,-0.2,0,0,0.26,0.26,7
